,FBCLOSE,FBVOLUME,AAPLCLOSE,AAPLVOLUME,AMZNCLOSE,AMZNVOLUME,GOOGLCLOSE,GOOGLVOLUME,NFLXCLOSE,NFLXVOLUME,SP500
4/23/2018,165.84,23088102,165.24,36515477,1517.86,4465424,1073.81,3479496,318.69,8968015,2670.29
4/20/2018,166.28,19119438,165.72,65491140,1527.49,5541622,1077.32,2121692,327.77,9158655,2670.14
4/19/2018,168.1,22234961,172.8,34808800,1556.91,6523728,1089.45,1994247,332.7,8438825,2693.13
4/18/2018,166.36,20969568,177.84,20754538,1527.84,5227509,1075.39,1556298,334.52,11221139,2708.64
4/17/2018,168.66,22743029,178.24,26605442,1503.83,5114403,1079.36,2729197,336.06,33866456,2706.39
4/16/2018,164.83,18119435,175.82,21578420,1441.5,2808624,1046.1,1488822,307.78,20307921,2677.84
4/13/2018,164.52,19990561,174.73,25124255,1430.79,3685267,1036.04,1270461,311.65,12046573,2656.3
4/12/2018,163.87,38262956,174.14,22889285,1448.5,3135027,1037.29,1644794,309.25,10249403,2663.99
4/11/2018,166.32,56144633,172.44,22431640,1427.05,3582533,1025.06,1703015,303.67,14877429,2642.19
4/10/2018,165.04,58947041,173.25,28614241,1436.22,4280144,1036.5,1836678,298.07,10719097,2656.87
4/9/2018,157.93,34915227,170.05,29017718,1406.08,4208206,1020.09,1661012,289.93,9853564,2613.16
4/6/2018,157.2,41644812,168.38,35005290,1405.23,5882257,1009.95,2006683,288.85,11444777,2604.47
4/5/2018,159.34,41449609,172.8,26933197,1451.75,6413459,1032.64,1791761,293.97,10655178,2662.84
4/4/2018,155.1,49885584,171.61,34605489,1410.57,6982305,1029.71,2536198,288.94,12913978,2644.69
4/3/2018,156.11,42543865,168.39,30278046,1392.05,10231212,1018.68,2566146,283.67,12694862,2614.45
4/2/2018,155.39,36795991,166.68,37586791,1371.99,10463607,1012.63,3253387,280.29,13405760,2581.88
3/29/2018,159.79,59434293,167.78,38398505,1447.34,12581121,1037.14,3466876,295.35,19145522,2640.87
3/28/2018,153.03,60029170,166.48,41668545,1431.42,13705317,1005.18,3884943,285.77,18972912,2605
3/27/2018,152.22,76787884,168.34,38962839,1497.05,6793279,1006.94,2940957,300.69,11890994,2612.62
3/26/2018,160.06,125438294,172.77,36272617,1555.86,5547618,1054.09,3272409,320.35,11906279,2658.55
3/23/2018,159.39,52306891,164.94,40248954,1495.56,7843966,1026.55,2413517,300.94,9226978,2588.26
3/22/2018,164.89,73389988,168.85,41051076,1544.92,6177737,1053.15,3418154,306.7,7920524,2643.69
3/21/2018,169.39,105350867,171.27,35247358,1581.86,4667291,1094,1990515,316.48,5016980,2711.93
3/20/2018,168.15,128925534,175.24,19314039,1586.51,4507049,1095.8,2709310,317.5,5922296,2716.94
3/19/2018,172.56,86897749,175.3,32804695,1544.93,6376619,1100.07,3076349,313.48,9812726,2712.92
3/16/2018,185.09,23090480,178.02,36836456,1571.68,5145054,1134.42,2654602,318.45,7144077,2752.01
3/15/2018,183.86,15461869,178.65,22584565,1582.32,4026744,1150.61,1623868,321.09,5217383,2747.33
3/14/2018,184.19,16426843,178.44,29075469,1591,4164395,1148.89,2033697,321.55,10187889,2749.48
3/13/2018,181.88,17742312,179.97,31168404,1588.18,6427066,1139.91,2129435,315.88,12836292,2765.31
3/12/2018,184.76,14873538,181.72,32055405,1598.39,5115886,1165.93,2129297,321.3,20050086,2783.02
3/9/2018,185.23,17952177,179.98,31385134,1578.89,4417059,1160.84,2070174,331.44,14152860,2786.57
3/8/2018,182.34,15336555,176.94,23163767,1551.86,3512528,1129.38,1510478,317,11182666,2738.97
3/7/2018,183.71,19097293,175.03,31703462,1545,4174123,1115.04,1537429,321.16,17132222,2726.8
3/6/2018,179.78,15086784,176.67,23788506,1537.64,4561718,1100.9,1169068,325.22,18525844,2728.12
3/5/2018,180.4,16189280,176.82,28401366,1523.61,5233934,1094.76,1432369,315,18986099,2720.94
3/2/2018,176.62,20025905,176.21,38453950,1500.25,6587564,1084.14,2508145,301.05,13345313,2691.25
3/1/2018,175.94,23201626,175,48801970,1493.45,6835230,1071.41,2766856,290.39,11932051,2677.67
2/28/2018,178.32,18208084,178.12,33604574,1512.45,4426580,1103.92,2431023,291.38,7422673,2713.83
2/27/2018,181.46,15649326,178.39,38685165,1511.98,4708378,1117.51,2094863,290.61,9187578,2744.28
2/26/2018,184.93,17418814,178.97,36886432,1521.95,4909053,1143.7,1489118,294.16,10203579,2779.6
2/23/2018,183.29,18621950,175.5,33329232,1500,4327008,1128.09,1234539,285.93,7224968,2747.3
2/22/2018,178.99,17085490,172.5,30504116,1485.34,4732555,1109.9,1386115,278.14,8769251,2703.96
2/21/2018,177.91,22844006,171.07,35833514,1482.92,6216694,1113.75,2024534,281.04,9289130,2701.33
2/20/2018,176.01,20887317,171.85,33531012,1468.35,6388374,1103.59,1646405,278.55,7691297,2716.26
2/16/2018,177.36,20475445,172.43,39638793,1448.69,4410879,1095.5,1971928,278.52,8223309,2732.22
2/15/2018,179.96,20554092,172.99,50609595,1461.76,5598111,1091.36,1806206,280.27,10661768,2731.2
2/14/2018,179.52,27963758,167.37,39669178,1451.05,5881238,1072.7,2029979,266,10819780,2698.63
2/13/2018,173.15,20880702,164.34,32104756,1414.51,5858860,1054.14,1574121,258.27,6758332,2662.94
2/12/2018,176.41,31697374,162.71,60560145,1386.23,6682214,1054.56,2796258,257.95,8453411,2656
2/9/2018,176.11,37214470,156.41,66723743,1339.6,13787886,1046.27,4436032,249.47,16282837,2619.55
2/8/2018,171.58,35672214,155.15,49594129,1350.5,8108560,1007.71,3067173,250.1,8711249,2581
2/7/2018,180.18,26891282,159.54,50852130,1416.78,7066828,1055.41,2544683,264.56,8679872,2681.66
2/6/2018,185.31,36829710,163.03,66625484,1442.84,10773963,1084.43,3732527,265.72,12285458,2695.14
2/5/2018,181.26,29852293,156.49,66090446,1390,10756332,1062.39,3742469,254.26,11121359,2648.94
2/2/2018,190.28,25514560,160.5,85436075,1429.95,10915962,1119.2,5798880,267.43,8968632,2762.13
2/1/2018,193.09,53608910,167.78,38099665,1390,7812953,1181.59,2774967,265.07,9468021,2821.98
1/31/2018,186.89,27299152,167.43,30984099,1450.89,6220396,1182.22,1643877,270.3,11192988,2823.81
1/30/2018,187.12,20382841,166.97,45137026,1437.82,5736512,1177.37,1792602,278.8,11983092,2822.43
1/29/2018,185.98,20022931,167.96,48434424,1417.68,5628992,1186.48,1533931,284.59,17290833,2853.53
1/26/2018,190,16652197,171.51,37121805,1402.05,4584082,1187.56,1981476,274.6,10841105,2872.87
1/25/2018,187.48,16698537,171.11,39661804,1377.95,4621862,1182.14,1398961,269.7,15127209,2839.25
1/24/2018,186.55,22992031,174.22,50562257,1357.51,6730084,1171.29,1818182,261.3,17116019,2837.54
1/23/2018,189.35,24956444,177.04,31702531,1362.54,5056764,1176.17,1832126,250.29,27518256,2839.13
1/22/2018,185.37,20567285,177,26023683,1327.31,3970151,1164.16,1437954,227.58,13078653,2832.97
1/19/2018,181.29,26266081,178.46,30827809,1294.58,4395070,1143.5,1418376,220.46,10257129,2810.3
1/18/2018,179.8,22783759,179.26,30234512,1293.32,3941007,1135.97,1333633,220.33,8104960,2798.03
1/17/2018,177.6,27356988,179.1,32752734,1295,5166748,1139.1,1353097,217.5,8979616,2802.56
1/16/2018,178.39,35027166,176.19,29159005,1304.86,7111172,1130.7,1783881,221.53,10344272,2776.42
1/12/2018,179.37,76645626,177.09,25039531,1305.2,5360681,1130.65,1914460,221.23,8150809,2786.24
1/11/2018,187.77,8855144,175.28,17523256,1276.68,3075315,1112.05,1102461,217.24,6936990,2767.56
1/10/2018,187.84,10464528,174.29,23589129,1254.33,2659507,1110.14,1027781,212.52,5783171,2748.23
1/9/2018,187.87,12342722,174.33,21262614,1252.7,3646681,1112.79,1335995,209.31,5773129,2751.29
1/8/2018,188.28,14719216,174.35,20134092,1246.87,4177533,1114.21,1148958,212.05,5508816,2747.71
1/5/2018,186.85,13042388,175,23016177,1229.14,3430148,1110.29,1493389,209.99,6947850,2743.15
1/4/2018,184.33,13554357,173.03,22211345,1209.59,3000366,1095.76,1289293,205.63,5999150,2723.99
1/3/2018,184.67,16595495,172.23,28819653,1204.2,3044664,1091.52,1550593,205.05,8526678,2713.06
1/2/2018,181.42,17694891,172.26,25048048,1189.01,2587899,1073.21,1555809,201.07,10854449,2695.81
12/29/2017,176.46,10028758,169.23,25643711,1169.47,2625283,1053.4,1156357,191.96,5158845,2673.61
12/28/2017,177.92,11008996,171.08,15997739,1186.1,1803460,1055.95,982285,192.71,10080261,2687.54
12/27/2017,177.62,9296258,170.6,21672062,1182.26,1779382,1060.2,1027634,186.24,3932094,2682.62
12/26/2017,175.99,8726829,170.57,32968167,1176.76,1964871,1065.85,914574,187.76,3032707,2680.5
12/22/2017,177.2,8462491,175.01,16052615,1168.36,1553997,1068.86,860800,189.94,3760922,2683.34
12/21/2017,177.45,11050969,175.01,20356826,1174.76,2042448,1070.85,1211012,188.62,3522551,2684.57
12/20/2017,177.89,11754823,174.35,23000392,1177.62,2318916,1073.56,1429035,188.82,5814609,2679.25
12/19/2017,179.51,14769239,174.54,27078872,1187.38,2555235,1079.78,1287930,187.02,6526555,2681.47
12/18/2017,180.82,17014337,176.42,28831533,1190.58,2767271,1085.09,1482768,190.42,4944337,2690.16
12/15/2017,180.18,26225100,173.97,37054632,1179.14,4539895,1072,3080738,190.12,7048874,2675.81
12/14/2017,178.39,13393757,172.22,20219307,1174.26,3069993,1057.47,1531504,189.56,7677048,2652.01
12/13/2017,178.3,14406776,172.27,23142242,1164.13,2555053,1051.39,1369580,187.86,4653749,2662.85
12/12/2017,176.96,16675275,171.7,18945457,1165.08,2197697,1048.77,1684977,185.73,4135595,2664.11
12/11/2017,179.04,12630207,172.67,33092051,1168.92,2257922,1051.97,1096997,186.22,5131319,2659.99
12/8/2017,179,19377310,169.37,23096872,1162,2957785,1049.38,1479665,188.54,4909440,2651.5
12/7/2017,180.14,19588217,169.32,24469613,1159.79,2408323,1044.57,1437448,185.2,4543492,2636.98
12/6/2017,176.06,20059293,169.01,28224357,1152.35,2756730,1032.72,1369276,185.3,5006257,2629.27
12/5/2017,172.83,20028656,169.64,27008428,1141.57,4033184,1019.6,1927802,184.21,5547802,2629.57
12/4/2017,171.47,24184006,169.8,32115052,1133.95,5872358,1011.87,1896325,184.04,9069765,2639.44
12/1/2017,175.1,19966643,171.05,39590080,1162.35,4070722,1025.07,1866985,186.82,6215663,2642.22
11/30/2017,177.18,25127073,171.85,40172368,1176.75,4470183,1036.17,2231818,187.58,6615427,2647.58
11/29/2017,175.13,41843917,169.48,40788324,1161.27,9239087,1037.38,2787784,188.15,14180063,2626.07
11/28/2017,182.42,13761926,173.07,25468442,1193.6,4463476,1063.29,1694098,199.18,6942358,2627.04
11/27/2017,183.03,12249740,174.09,20536313,1195.83,6701343,1072.01,1708195,195.05,3186677,2601.42
11/24/2017,182.78,9426010,174.97,14026519,1186,3526582,1056.52,825342,195.75,2160300,2602.42
11/22/2017,180.87,10238140,174.96,24997274,1156.16,3516336,1051.92,721498,196.32,5879771,2597.08
11/21/2017,181.86,14409305,173.14,24875471,1139.49,2449503,1050.3,1075568,196.23,4598017,2599.03
11/20/2017,178.74,10052391,169.98,15974387,1126.31,2134381,1034.66,850423,194.1,3727412,2582.14
11/17/2017,179,12722802,170.15,21665811,1129.88,2333554,1035.89,1286044,193.2,3753775,2578.85
11/16/2017,179.59,15230062,171.1,23497326,1137.29,2190456,1048.47,1125995,195.51,5655042,2585.64
11/15/2017,177.95,10131051,169.08,28702351,1126.69,3897230,1036.41,900695,192.12,4162712,2564.62
11/14/2017,178.07,9465112,171.34,23588451,1136.84,3042295,1041.64,982782,195.71,3408535,2578.87
11/13/2017,178.77,9431449,173.97,16828025,1129.17,2897563,1041.2,914852,195.08,4598005,2584.84
11/10/2017,178.46,10933405,174.67,25061183,1125.35,2162985,1044.15,955500,192.02,6609739,2582.3
11/9/2017,179.3,12460345,175.88,28636531,1129.13,3661411,1047.72,1776722,193.9,5839579,2584.62
11/8/2017,179.56,10494149,176.24,23907639,1132.88,2581451,1058.29,1214600,196.44,4237398,2594.38
11/7/2017,180.25,12679885,174.81,23910914,1123.17,2623474,1052.39,1254965,195.89,6413310,2590.64
11/6/2017,180.17,13065077,174.25,34242566,1120.66,3313857,1042.68,897897,200.13,5834857,2591.13
11/3/2017,178.92,17572587,172.5,58683826,1111.6,3685172,1049.99,1370874,200.01,3643216,2587.84
11/2/2017,178.92,35119841,168.11,32710040,1094.22,3658748,1042.97,1233333,199.32,3578289,2579.85
11/1/2017,182.66,28922959,166.89,33100847,1103.68,3723680,1042.6,2105729,198,4983343,2579.36
10/31/2017,180.06,19766043,169.04,35474672,1105.28,3428461,1033.04,1490660,196.43,5437925,2575.26
10/30/2017,179.87,24179258,166.72,43923292,1110.85,6516639,1033.13,2245352,198.37,5412277,2572.83
10/27/2017,177.88,29867490,163.05,43904150,1100.95,16360527,1033.67,5139945,199.54,8088364,2581.07
10/26/2017,170.63,10932929,157.41,16751691,972.43,3670282,991.42,1827682,195.21,5101258,2560.4
10/25/2017,170.6,15095603,156.41,20126554,972.91,2969295,991.46,1368042,193.77,5231713,2557.15
10/24/2017,171.8,11629341,157.1,17137731,975.9,2666782,988.49,1416283,196.02,6985460,2569.13
10/23/2017,171.27,13622072,156.17,21654461,966.3,3465469,985.54,1623580,192.47,6952997,2564.98
10/20/2017,174.98,11861307,156.25,23612246,982.91,2294145,1005.07,1568454,194.16,5907121,2575.21
10/19/2017,174.56,13602869,155.98,42111326,986.61,3040066,1001.84,1677021,195.13,7007447,2562.1
10/18/2017,176.03,12655492,159.76,16158659,997,2477357,1012.74,1270218,195.54,11133883,2561.26
10/17/2017,176.11,15381990,160.47,18816438,1009.13,2307075,1011,991412,199.48,23819054,2559.36
10/16/2017,174.52,11225293,159.88,23894630,1006.34,1991556,1009.35,1066744,202.68,18103086,2557.64
10/13/2017,173.74,13305724,156.99,16287608,1002.94,2399403,1007.87,1308881,199.49,11929816,2553.17
10/12/2017,172.55,10312488,156,16045720,1000.93,4056172,1005.65,1521137,195.86,7723224,2550.93
10/11/2017,172.74,11023310,156.55,16607693,995,2310872,1005.65,1748443,194.95,5544715,2555.24
10/10/2017,171.59,11231234,155.9,15456331,987.2,3062820,987.8,1158864,195.08,6179012,2550.64
10/9/2017,172.5,14472612,155.84,16200129,990.99,2927994,992.31,1151035,196.87,6912140,2544.73
10/6/2017,172.23,12670089,155.3,16423749,989.58,3719840,993.64,1490744,198.02,15096222,2549.33
10/5/2017,171.24,14013869,155.39,21032800,980.85,3119487,985.19,1627255,194.39,19270032,2552.07
10/4/2017,168.42,11829323,153.48,19844177,965.45,2460721,966.78,896531,184.45,9170855,2537.74
10/3/2017,169.96,8054219,154.48,16146388,957.1,2643484,972.08,1080312,179.19,3903112,2534.58
10/2/2017,169.47,13104304,153.81,18524860,959.19,2415846,967.47,1466444,177.01,7316345,2529.12
9/29/2017,170.87,15114619,154.12,25856530,961.35,2411643,973.72,1906445,181.35,4193999,2519.36
9/28/2017,168.73,12084865,153.28,21896592,956.4,2512567,964.81,1347750,180.7,4064507,2510.06
9/27/2017,167.68,18963276,154.23,24959552,950.87,3111263,959.9,2313498,181.97,4963152,2507.04
9/26/2017,164.21,22866403,153.14,35470985,938.6,3464183,937.43,1618182,179.38,5572599,2496.84
9/25/2017,162.87,40538994,150.55,43922334,939.79,5065542,934.28,1847436,178.55,9322531,2496.66
9/22/2017,170.54,11835708,151.89,46114424,955.1,2602418,943.26,1067617,187.35,5420227,2502.22
9/21/2017,171.11,11054545,153.39,36643382,964.65,2252940,947.55,1302726,188.78,7113489,2500.6
9/20/2017,172.17,11899057,156.07,51693239,973.21,2727355,947.54,1896919,185.51,4473036,2508.24
9/19/2017,172.52,12911661,158.73,20347352,969.86,2614059,936.86,1217430,185.68,4951465,2506.65
9/18/2017,170.01,12785437,158.67,27939718,974.19,3376772,929.75,1445532,184.62,5318130,2503.87
9/15/2017,171.64,15468473,159.88,48203642,986.79,3697742,935.29,1940047,182.35,5442089,2500.23
9/14/2017,170.96,15496424,158.28,23073646,992.21,3788472,940.13,1415168,182.63,4469985,2495.62
9/13/2017,173.05,8908633,159.65,44393752,999.6,3314978,950.44,1092849,183.64,4303277,2498.37
9/12/2017,172.96,11051768,160.86,71139119,982.58,2444699,946.65,1245767,185.15,6606688,2496.48
9/11/2017,173.51,12208441,161.5,31028926,977.96,2134582,943.29,1317796,181.74,5936476,2488.11
9/8/2017,170.95,10936358,158.63,28183159,965.9,2578269,941.41,996449,176.42,4577777,2461.43
9/7/2017,173.21,17922494,161.26,21722995,979.47,2536000,949.89,1103286,179,5938152,2465.1
9/6/2017,172.09,13659317,161.91,21179047,967.8,2106605,942.02,1375952,179.25,8695383,2465.54
9/5/2017,170.72,13175866,162.08,29317054,965.27,2875228,941.48,1455058,174.52,4580903,2457.85
9/1/2017,172.02,11677589,164.05,16508568,978.25,2423132,951.99,1034769,174.74,3781453,2476.55
8/31/2017,171.97,17226465,164,26412439,980.6,3280945,955.24,1672387,174.71,6886143,2471.65
8/30/2017,169.92,10850005,163.35,26973946,967.59,2860718,943.63,1112814,174.69,7985196,2457.59
8/29/2017,168.05,10992617,162.91,29307862,954.06,2853972,935.75,1144834,168.81,4573282,2446.3
8/28/2017,167.24,8360380,161.47,25279674,946.02,2529087,928.13,1025199,167.12,3619575,2444.24
8/25/2017,166.32,12391910,159.86,25015218,945.26,3292776,930.5,1169101,165.95,4045626,2443.05
8/24/2017,167.74,13552865,159.27,19029621,952.45,5086748,936.89,1249098,168.13,5270931,2438.97
8/23/2017,168.71,9756817,159.98,19198189,958,2590245,942.58,1126487,169.06,4616656,2444.04
8/22/2017,169.64,11333260,159.78,21297812,966.9,2718261,940.4,1711377,169.34,4857816,2452.51
8/21/2017,167.78,11880823,157.21,26145653,953.29,3008450,920.87,1292624,166.76,6303314,2428.37
8/18/2017,167.41,14933261,157.5,27012525,958.47,3248677,926.18,1327288,166.54,7363750,2425.55
8/17/2017,166.91,16791591,157.86,26925694,960.57,3396045,927.66,1653779,166.09,5161920,2430.01
8/16/2017,170,15580549,160.95,27321761,978.18,3096051,944.27,1329301,169.98,6916579,2468.11
8/15/2017,171,8621787,161.6,27936774,982.74,2513139,938.08,1006064,168.5,5470271,2464.61
8/14/2017,170.75,12786286,159.85,21754810,983.3,3008007,938.93,1140212,171,7377962,2465.84
8/11/2017,168.08,13664032,157.48,25943187,967.99,3431423,930.09,1589808,171.4,4972045,2441.32
8/10/2017,167.4,20353485,155.32,39081017,956.92,5560388,923.59,2657279,169.14,9539473,2438.21
8/9/2017,171.18,10597084,161.059998,25640394,982.01,3434077,940.08,1360604,175.78,9573608,2474.02
8/8/2017,171.23,13813683,160.08,35775675,989.84,2847527,944.19,1438418,178.36,4806525,2474.92
8/7/2017,171.98,12504157,158.81,21870321,992.27,2676607,945.75,1405132,181.33,4470746,2480.91
8/4/2017,169.62,10360774,156.39,20349532,987.58,2704026,945.79,1192871,180.27,4446148,2476.83
8/3/2017,168.59,10316246,155.57,26000738,986.92,3203134,940.3,1028591,179.23,4596187,2472.16
8/2/2017,169.3,17061845,157.14,69222793,995.89,4017780,947.64,2019979,180.74,5713517,2477.57
8/1/2017,169.86,14051379,150.05,24725526,992.27,4421395,946.56,1205799,182.03,5003248,2476.35
7/31/2017,169.25,25157896,148.73,19422655,987.78,7246638,945.5,2268160,181.66,4776740,2470.3
7/28/2017,172.45,24036502,149.5,16832947,1020.04,7624498,958.33,1795477,184.04,6166404,2472.1
7/27/2017,170.44,68065163,150.56,32175875,1046,9905158,952.51,3685905,182.68,11013995,2475.42
7/26/2017,165.61,24081060,153.46,15172136,1052.8,2828980,965.31,2166225,189.08,4354866,2477.83
7/25/2017,165.28,15164613,152.74,18612649,1039.87,2432328,969.03,5793414,186.97,5357533,2477.13
7/24/2017,166,16595460,152.09,21122730,1038.95,3212499,998.31,3053176,187.91,8646192,2469.91
7/21/2017,164.43,14494667,150.27,24671002,1025.67,2677517,993.84,1412108,188.54,9215232,2472.54
7/20/2017,164.53,18293111,150.34,17053326,1028.7,2964341,992.19,1410290,183.6,7688768,2473.45
7/19/2017,164.14,25915988,151.02,20615419,1026.87,2936902,992.77,1392709,183.86,17149580,2473.83
7/18/2017,162.86,23621711,150.08,17713795,1024.45,3957892,986.95,1398920,183.6,40126110,2460.61
7/17/2017,159.73,12567935,149.56,23243713,1010.04,3636801,975.96,1644618,161.7,12299024,2459.14
7/14/2017,159.97,16172560,149.04,19961788,1001.81,2066362,976.91,1048240,161.12,5412128,2459.27
7/13/2017,159.26,13839891,147.77,24922788,1000.63,2864533,968.85,1519987,158.21,6666000,2447.83
7/12/2017,158.9,22483868,145.74,23617964,1006.51,3491988,967.66,1589548,158.75,8095303,2443.25
7/11/2017,155.27,13208251,145.53,18311156,994.13,2947479,953.53,1444540,154.33,4824579,2425.53
7/10/2017,153.5,13296447,145.06,21030466,996.47,3462884,951,1409850,152.67,5113353,2427.43
7/7/2017,151.44,13229352,144.18,18505351,978.76,2582645,940.81,1614080,150.18,5490809,2425.18
7/6/2017,148.82,14788811,142.73,23374374,965.14,3229378,927.69,1941822,146.25,5253871,2409.75
7/5/2017,150.34,14037692,144.09,20758795,971.4,3587645,932.26,2054927,147.61,4469163,2432.54
7/3/2017,148.43,13860113,143.5,14258300,953.66,2908267,919.46,1694587,146.17,3907790,2429.01
6/30/2017,150.98,14540013,144.02,22328979,968,3309138,929.68,2185444,149.41,5164844,2423.41
6/29/2017,151.04,23771610,143.68,31116980,975.93,4246765,937.82,3182331,150.09,7106930,2419.7
6/28/2017,153.24,16621566,145.83,21915939,990.33,3708638,961.01,2713366,153.41,5522740,2440.69
