,beat,population,square_mileage,households,percent_white,percent_hispanic,percent_black,percent_asian,percent_mixed,percent_other,med_income,percent_on_fs,percent_bachelors,percent_high_school,percent_no_high_school
116,1011,6659.7316820856,0.4750284016,2070.629953315,0.2152868475147031,1.4621374748630362,95.85709132090294,0.172428164230542,0.0822120397076626,2.210844152872697,22207.6163745551,57.02041460200425,11.760390952715106,58.4058923549907,29.8329242224369
117,1012,5153.0771638539,0.4758249378999999,1710.6988405088,1.2361837211643598,1.9571703794781252,94.7849484739674,0.0418626947706456,0.5141097797958594,1.4657247246500078,37273.4718717216,50.55071774769532,16.849898648428375,56.70528070122304,26.44460331928508
118,1013,10122.1456331171,0.6303666035000001,2815.6593419422,3.796438344453668,78.82209520104819,15.626671344195046,0.5796619946479802,1.067218861397015,0.1079144680952016,35751.3404892403,30.094808848640717,15.132443538546644,40.81517959022968,44.05404490696091
119,1014,5040.4898518732,0.3154760459,1638.1400421727,3.435488452610344,4.335903631274643,91.56367274621788,0.070684229025398,0.2219508660699399,0.3723001438803824,25118.2089632609,54.15997331169966,14.137222050680458,58.32622599143055,27.53755830103274
120,1021,5045.739428846599,0.2717890913,1587.9101509732,1.7129266530110316,3.4850427881765693,94.21944437002622,0.1196193473545995,0.3134157268326267,0.1495511394179331,20502.8165944519,55.47613870077638,17.864900807052614,61.01944676548566,21.11446098830268
121,1022,5153.775437372,0.5939437879999999,1711.1433853248002,3.4158108846738475,12.678913690022975,82.66748242447484,0.1508654775452293,0.9437801125848536,0.1431474318982341,21740.5678574844,46.08139738627032,14.894490253094572,57.99976391364447,27.106134985720946
122,1023,6040.1416499567,0.5472068482,1780.1813259670998,8.669944058430385,70.3497773858327,20.293435668856983,0.4406843409887716,0.1037622467884495,0.142396445220149,36177.5059286056,27.95422612582203,19.20789980096114,41.57767047489555,39.21439318346284
123,1024,10175.2697273014,0.3577673597999999,2966.9306593706,1.1500523562006382,85.43170019270694,13.403690196270718,0.0145469673646927,0.0,1.010747653441085e-05,27417.5311140442,45.13703042795049,11.988705611253163,34.14905836275765,53.86259667085637
124,1031,19461.2858459226,1.583575512,4900.0663412233,2.2121663456692864,96.44584267552692,0.7988364855196439,0.4279724923646305,0.1151820129536632,0.0,34289.9395075565,31.99753630506305,9.41438905763618,40.14836953845643,50.43842213488927
125,1032,11696.765700830802,0.6350845495,2940.8510585840995,1.9075698685359823,96.2930855553471,1.6379104858806584,5.582760368993442e-06,0.1104462743472959,0.0509823762330849,34118.4838382141,40.55435481161053,11.191644639284382,41.05642204585277,47.75306903984809
