fips,MedianIncome,PovertyEst,LaborForce,UnemploymentRate,Older,Urban,Trump2016,Trump2020,RepGov,Female,AdherentPercent
17039,65526,1489,7120,6.5,16.95598,51.25,67.90735,70.18944,0.0,0.0,39.231
17041,63003,1576,10036,5.6,15.86049,38.36,70.40426,71.08447,0.0,0.0,66.722
17043,92101,53259,484215,7.9,12.64883,99.95,39.80224,39.91453,0.0,0.0,71.549
17045,52668,1933,8899,6.6,19.03819,48.2,72.38854,75.56125,0.0,0.0,42.356
17047,55832,676,2681,8.2,18.57468,0.0,83.84662,84.1152,0.0,0.0,62.922
17049,65172,3128,19265,6.6,15.68222,40.3,78.10994,78.63544,0.0,0.0,69.324
17051,49030,2884,9700,7.5,17.09464,33.01,77.38308,79.94244,0.0,0.0,45.325
17053,58478,1180,6236,6.4,17.75875,58.22,71.14008,72.45586,0.0,0.0,54.54188889
17055,49834,5795,15985,10.5,18.48311,51.42,70.69012,72.96588,0.0,0.0,56.01488889
17057,48828,4091,14615,8.6,18.77108,39.97,54.34045,58.99904,0.0,0.0,36.937
17059,44282,743,2032,9.2,22.58364,0.0,72.16648,75.47663,0.0,0.0,53.13988889
17061,51242,1641,5904,6.5,18.19555,29.15,74.68423,76.60189,0.0,0.0,54.32788889
17063,74935,3009,24269,8.8,12.11879,75.62,58.61256,61.7613,0.0,0.0,41.174
17065,49302,1040,4225,6.7,19.5122,31.9,77.35941,79.38931,0.0,0.0,55.173
17067,54076,1918,8081,6.9,21.37053,29.03,73.07495,73.60119,0.0,0.0,53.05188889
17069,39674,684,1289,9.2,20.35928,0.0,77.35583,78.21461,0.0,0.0,28.42588889
17071,58577,687,3544,6.9,22.6199,0.34,61.86782,65.4814,0.0,0.0,33.242
17073,63859,4583,23925,7.8,17.7728,49.72,57.61803,59.53307,0.0,0.0,45.199
17075,53633,2923,13582,6.2,19.15675,28.26,75.27663,77.44945,0.0,0.0,52.857
17077,45608,9154,27251,7.7,12.999,62.83,44.42858,47.93978,0.0,0.0,48.58788889
17079,57969,898,4591,6.0,17.34587,30.14,77.8409,80.45113,0.0,0.0,52.17588889
17081,58114,4369,16993,10.1,17.46402,41.23,69.45535,71.55311,0.0,0.0,57.3
17083,69341,1775,10678,7.4,16.56668,39.43,70.92309,72.8428,0.0,0.0,54.79188889
17085,56446,1906,10426,8.3,23.00068,27.41,54.69267,57.35094,0.0,0.0,56.96688889
17087,51607,1645,4098,8.9,21.6377,0.0,77.18132,78.43411,0.0,0.0,36.743
17089,83784,38218,261649,9.1,11.03257,96.44,42.42222,41.73567,0.0,0.0,51.96288889
17091,57413,14004,53934,8.8,13.88967,75.54,53.87276,57.01953,0.0,0.0,49.491
17093,97263,5078,66386,8.4,7.892099,89.58,47.52927,45.93412,0.0,0.0,34.38188889
17095,52881,6027,21110,8.6,19.60702,75.68,48.52486,51.75178,0.0,0.0,35.25188889
17097,100325,46919,364544,8.1,11.61815,98.73,36.9951,36.98692,0.0,0.0,53.89088889
17099,62714,11840,52663,9.4,16.55254,69.79,54.22214,56.09411,0.0,0.0,47.00888889
17101,47408,2147,5781,8.7,23.58491,41.98,74.79715,76.08221,0.0,0.0,39.91
17103,64310,3247,17154,6.8,16.78114,46.79,56.50345,58.57664,0.0,0.0,50.967
17105,66274,3274,15909,6.7,17.24806,59.2,67.5477,71.0842,0.0,0.0,49.474
17107,65255,2812,12122,6.7,19.86228,60.14,67.32893,68.72273,0.0,0.0,46.40188889
17109,52155,4363,12819,7.1,16.02518,70.5,52.58714,57.19984,0.0,0.0,37.397
17111,89730,18998,158406,8.3,11.39073,90.12,50.7453,49.98238,0.0,0.0,53.66588889
17113,71919,17168,85103,6.8,11.10036,83.5,46.94095,46.34679,0.0,0.0,48.224
17115,57601,12674,47177,9.9,16.97595,84.74,56.64193,57.8877,0.0,0.0,49.024
17117,53312,4707,22119,6.9,17.70278,41.49,64.86906,67.10844,0.0,0.0,53.596
17119,63903,28469,131452,7.7,15.04118,86.66,54.96005,55.27196,0.0,0.0,48.687
17121,52019,5125,17114,9.3,17.11985,54.94,70.34338,72.47885,0.0,0.0,61.886
17123,54022,1025,5085,7.4,20.05044,0.0,63.96747,66.14657,0.0,0.0,51.725
17125,53503,1728,5916,8.0,19.56131,22.51,62.97218,68.7851,0.0,0.0,44.866
17127,49054,1978,5424,10.0,18.95202,49.49,73.02879,73.29129,0.0,0.0,66.65388889
17129,69749,937,6101,6.4,16.78715,24.31,65.85708,68.50733,0.0,0.0,45.32088889
17131,62857,1317,7689,8.0,19.22471,22.24,57.02745,60.78079,0.0,0.0,45.016
17133,90880,1400,18386,5.6,14.76914,58.64,66.1319,66.68867,0.0,0.0,63.92588889
17135,59497,3436,11453,8.7,20.99517,58.38,67.16034,69.35542,0.0,0.0,46.323
17137,54764,3755,15873,6.9,17.70177,63.77,62.02506,64.89272,0.0,0.0,48.42588889
17139,61022,1265,7292,5.0,17.38234,30.76,71.71848,73.60617,0.0,0.0,53.10488889
17141,71470,4132,24161,8.1,16.24385,52.9,60.27398,61.68565,0.0,0.0,40.94388889
17143,53506,24583,83684,10.4,14.45992,85.35,45.56768,45.55274,0.0,0.0,54.34288889
17145,55132,2732,8093,9.4,17.86349,56.36,70.2246,72.61444,0.0,0.0,57.76288889
17147,69521,1034,8462,5.4,17.69184,32.34,63.18687,63.42503,0.0,0.0,39.03988889
17149,48815,1983,6753,6.0,19.23693,27.69,77.08501,79.4978,0.0,0.0,41.06488889
17151,49071,630,1643,7.9,24.06484,0.0,78.70544,79.17242,0.0,0.0,26.98
17153,40481,1056,1768,11.7,19.58939,0.0,64.01132,64.57621,0.0,0.0,71.612
17155,70070,413,2942,8.3,19.4325,0.0,57.28218,58.79056,0.0,0.0,33.999
17157,56867,3251,13764,7.1,17.43166,57.36,71.20866,74.28571,0.0,0.0,66.923
17159,56900,1794,7362,6.8,18.57007,56.53,75.17693,75.5178,0.0,0.0,55.794
17161,58022,18365,68915,9.4,17.08865,89.08,42.82765,42.80797,0.0,0.0,42.75788889
17163,61863,35007,125155,9.0,13.04406,90.25,44.86456,44.61219,0.0,0.0,50.43388889
17165,45793,3414,9534,9.7,18.21938,56.34,73.41998,73.07242,0.0,0.0,62.57
17167,60541,24310,96869,8.2,14.6463,85.87,51.64503,51.05918,0.0,0.0,54.732
17169,53686,778,3126,6.2,19.51405,42.36,66.53481,70.77591,0.0,0.0,40.94588889
17171,59285,525,2349,6.6,17.76699,0.0,76.07433,77.12514,0.0,0.0,63.06288889
17173,64508,1879,10256,6.4,19.56621,22.27,75.22911,77.92014,0.0,0.0,51.76388889
17175,54219,558,2373,7.3,22.39583,0.0,65.64463,69.43867,0.0,0.0,36.60288889
17177,57952,4794,21106,7.3,19.37773,59.91,55.54417,56.78973,0.0,0.0,68.286
17179,69874,9695,61977,8.1,16.08798,79.58,60.96579,61.56754,0.0,0.0,43.55
17181,55736,2282,7192,8.1,18.41176,34.13,67.88818,69.19362,0.0,0.0,65.319
17183,49678,13397,32542,8.8,16.92554,68.74,62.3578,65.49839,0.0,0.0,37.579
17185,56190,1295,5718,8.3,18.07958,61.1,74.7686,75.56625,0.0,0.0,55.185
17187,57964,1670,8085,6.2,18.46247,54.52,55.41558,59.0106,0.0,0.0,44.55888889
17189,69386,1030,9576,5.3,17.46479,26.35,75.46095,77.19984,0.0,0.0,70.45388889
17191,49649,2052,6795,8.3,19.70249,30.07,84.33867,84.43346,0.0,0.0,55.19088889
17193,46080,1993,6137,7.6,20.51828,37.97,77.36315,77.93029,0.0,0.0,52.38988889
17195,64413,4872,27673,8.0,18.28081,62.66,49.96827,53.06667,0.0,0.0,59.248
17197,90349,48881,344335,9.5,10.52297,96.07,44.57785,44.79677,0.0,0.0,45.975
17199,59174,8914,31533,8.7,16.92874,65.2,68.43295,67.60059,0.0,0.0,44.55088889
17201,54971,40305,135759,11.4,14.78259,92.09,47.70718,47.65563,0.0,0.0,52.312
17203,72980,2281,18012,6.1,14.89753,45.11,67.97669,68.83896,0.0,0.0,40.185
18001,58602,4154,16771,5.6,13.70104,46.33,73.94739,75.20586,1.0,0.0,73.23088889
18003,61039,42833,184986,7.7,12.38383,88.12,57.48181,54.46056,1.0,0.0,53.746
18005,70545,7566,43802,6.5,14.28844,66.3,63.71608,61.84628,1.0,0.0,48.86288889
18007,59663,924,4268,5.2,15.58517,0.0,70.58018,73.09188,1.0,0.0,78.733
18009,49105,1555,4826,8.0,19.13856,49.39,69.45251,71.79439,1.0,0.0,30.354
18011,92302,3547,35586,4.3,12.03572,65.59,61.30189,58.0244,1.0,0.0,59.22788889
18013,70930,1473,7568,6.7,19.73773,0.0,63.41679,64.32468,1.0,0.0,22.79188889
18015,62388,1567,9659,6.0,17.14429,18.6,72.86561,74.62875,1.0,0.0,38.531
18017,50419,3912,17551,6.8,15.62208,55.33,68.60276,69.43019,1.0,0.0,44.354
18019,65555,10131,61138,7.2,13.51097,79.49,58.7273,58.17968,1.0,0.0,34.12588889
18021,56422,2535,11450,6.6,15.54542,39.11,75.74385,77.43539,1.0,0.0,41.949
18023,59503,3124,16825,5.6,14.49883,50.22,71.70477,72.08279,1.0,0.0,44.08
18025,46884,1646,4849,7.1,16.29347,0.0,65.6284,70.44903,1.0,0.0,36.30188889
18027,53101,3582,16523,3.8,13.78552,39.72,79.59203,80.10708,1.0,0.0,55.43788889
18029,73459,3813,25224,6.9,14.35997,46.94,75.74237,76.93338,1.0,0.0,40.322
18031,61561,2620,14928,7.5,14.57005,46.2,76.50293,77.92789,1.0,0.0,57.96
18033,62411,3779,22116,6.9,13.75447,57.7,71.68173,72.53413,1.0,0.0,40.65288889
18035,46612,20399,52466,7.3,15.84754,77.19,54.17794,55.66807,1.0,0.0,29.593
18037,64120,2799,22595,4.5,14.60729,50.75,67.10349,69.05374,1.0,0.0,75.07888889
18039,66801,19761,110494,7.5,12.61828,79.41,64.13856,63.14544,1.0,0.0,41.743
18041,53616,3031,8543,9.9,16.90563,63.22,71.76286,76.50947,1.0,0.0,42.81
18043,70610,8922,41093,6.5,13.36146,79.67,57.56078,55.97818,1.0,0.0,57.57888889
18045,55627,1781,7752,6.5,18.03769,34.05,75.74257,77.05985,1.0,0.0,31.65888889
18047,71828,1732,11270,5.9,14.65347,11.14,78.84441,80.75833,1.0,0.0,41.742
18049,55895,2364,9680,6.6,16.83925,35.08,71.76976,73.18246,1.0,0.0,33.735
18051,59074,3050,19537,6.2,15.43961,46.38,71.60677,73.12048,1.0,0.0,41.247
18053,49788,10081,31534,6.3,17.89291,71.09,67.39174,68.27571,1.0,0.0,40.05088889
18055,55213,3569,13264,6.2,17.30769,25.16,74.65669,75.10146,1.0,0.0,37.30088889
18057,96359,14489,182979,4.7,9.682502,94.36,56.82419,52.3647,1.0,0.0,42.63788889
18059,77916,4018,40363,5.6,13.93704,69.55,69.53118,67.57242,1.0,0.0,38.78
18061,62082,3544,19874,6.3,15.56126,14.15,70.1263,71.97569,1.0,0.0,39.16
18063,86905,8692,89386,5.0,11.68641,82.15,64.21377,60.78979,1.0,0.0,40.767
18065,54002,4811,21866,6.6,17.81076,57.14,69.21544,71.53114,1.0,0.0,38.91488889
18067,59309,9390,36931,10.9,17.29144,78.46,64.41476,65.09722,1.0,0.0,50.717
18069,59252,3187,18032,6.6,15.09327,49.04,72.92475,73.73942,1.0,0.0,49.787
18071,62415,4489,23066,7.2,14.48107,56.27,73.33447,75.65755,1.0,0.0,57.15288889
18073,70662,2697,15583,7.0,15.13381,31.96,70.37731,73.55735,1.0,0.0,40.73388889
18075,42504,2795,8801,6.6,16.06675,44.35,71.55237,75.18024,1.0,0.0,38.67688889
18077,55588,3798,14965,7.4,16.02863,54.9,63.42768,65.74812,1.0,0.0,45.106
18079,60526,2941,13582,7.6,14.07207,39.8,73.97211,77.46307,1.0,0.0,36.65188889
18081,76868,10537,82335,5.6,12.96807,86.1,68.63459,65.98856,1.0,0.0,46.087
18083,44842,5506,18228,5.9,16.65961,63.79,71.54298,72.7937,1.0,0.0,47.07588889
18085,62269,6343,41420,6.1,14.44845,53.4,74.9334,74.04644,1.0,0.0,33.936
18087,72513,3498,19178,6.4,12.08267,8.38,73.54481,76.27198,1.0,0.0,57.334
18089,59158,75936,225185,10.3,13.89724,96.03,37.7359,41.71743,1.0,0.0,55.475
18091,63999,12524,47444,9.5,16.03561,64.37,50.40228,52.63403,1.0,0.0,36.08188889
18093,63904,5275,20687,6.9,16.69623,41.55,73.56888,74.20214,1.0,0.0,43.868
18095,51718,14937,58758,7.9,16.72468,76.91,60.33545,60.26876,1.0,0.0,36.93788889
18097,56185,135820,495063,7.9,10.8228,99.4,36.06725,34.43749,1.0,0.0,42.41488889
18099,57657,4230,22646,6.4,14.97077,36.65,68.22523,69.47358,1.0,0.0,34.58988889
18101,46486,1108,5410,4.2,16.42892,27.71,76.86707,78.32426,1.0,0.0,60.10288889
18103,54439,4173,15009,8.2,15.67481,53.51,74.21875,75.48538,1.0,0.0,37.154
18105,61808,24316,68155,5.5,11.79852,78.75,35.62293,34.94957,1.0,0.0,30.29388889
18107,58867,4015,18538,5.2,16.1968,47.25,73.18059,73.6074,1.0,0.0,43.122
18109,67004,5939,35605,5.4,14.24406,50.86,75.91726,76.08617,1.0,0.0,36.048
18111,59246,1434,6591,6.9,16.5704,0.0,70.35055,74.98103,1.0,0.0,36.17688889
18113,62173,4662,22709,8.4,13.30908,31.95,72.22025,73.97082,1.0,0.0,29.098
18115,63210,570,3157,7.4,18.14381,0.0,72.60885,75.6005,1.0,0.0,28.75288889
18117,52029,2513,8499,11.1,16.66667,16.54,70.82672,72.82609,1.0,0.0,43.322
18119,53893,2406,9015,6.3,16.15897,0.0,72.19484,73.56623,1.0,0.0,24.44
18121,54125,2184,6844,5.5,18.12016,25.02,73.95073,76.9933,1.0,0.0,34.56888889
18123,44011,2160,9089,6.5,17.03998,44.96,56.77258,61.28182,1.0,0.0,47.20188889
18125,58220,1182,6144,5.9,17.76527,0.0,73.58206,75.43408,1.0,0.0,26.166
18127,78732,14436,83987,8.1,13.65171,79.25,50.61836,52.02696,1.0,0.0,40.206
18129,63801,2327,12834,4.9,15.3527,33.24,67.42448,69.55273,1.0,0.0,50.93788889
18131,52609,1360,6395,6.1,17.67225,19.06,70.88468,73.13125,1.0,0.0,41.16488889
18133,66613,3672,16336,6.2,16.3115,35.2,72.45912,73.97723,1.0,0.0,33.535
18135,67178,2944,11191,6.6,17.56891,38.13,71.87261,75.08582,1.0,0.0,32.86488889
18137,58849,2658,13875,6.4,15.65944,16.76,76.66927,78.90828,1.0,0.0,60.26388889
18139,67318,1582,8738,6.3,16.80572,38.84,73.35736,76.08421,1.0,0.0,48.68888889
18141,60070,33070,133385,8.4,14.12803,91.0,47.52677,46.13409,1.0,0.0,65.532
18143,59286,3244,10484,8.4,14.94449,47.29,67.04195,72.11888,1.0,0.0,40.598
18145,59252,4149,23086,7.1,14.75597,47.95,70.91163,72.8728,1.0,0.0,35.40088889
18147,66667,1574,10333,5.6,16.48004,0.0,65.99056,68.31647,1.0,0.0,47.217
18149,51996,3255,9730,8.0,16.37034,17.62,69.01149,72.55589,1.0,0.0,26.43888889
18151,62273,3210,19915,6.2,16.89755,32.75,69.69717,70.08415,1.0,0.0,33.667
18153,45227,2823,7903,7.0,16.56523,21.04,71.71398,74.39404,1.0,0.0,36.19588889
18155,55618,1485,4782,8.1,15.31054,0.0,70.29404,75.42128,1.0,0.0,23.68788889
18157,52806,28815,94147,6.3,10.35394,85.5,49.60107,48.40023,1.0,0.0,32.68288889
18159,76368,1093,9019,6.1,18.07818,38.4,74.42078,75.28339,1.0,0.0,36.50188889
18161,59098,706,3443,5.5,16.18257,0.0,74.40658,77.17485,1.0,0.0,34.11388889
18163,49482,25669,91573,7.2,14.70529,90.83,56.17521,53.87963,1.0,0.0,53.06588889
18165,52433,1795,6590,7.5,17.33845,39.63,65.25387,69.29555,1.0,0.0,37.879
18167,45897,20134,45814,7.9,14.56119,76.24,55.40701,56.30362,1.0,0.0,32.67688889
18169,55750,3075,14499,6.1,18.31936,50.02,73.19419,73.8489,1.0,0.0,41.824
18171,68135,655,4001,5.4,18.24773,22.9,73.8964,76.05099,1.0,0.0,29.443
18173,82453,3990,31654,5.4,14.5823,70.69,64.61887,63.04058,1.0,0.0,47.06888889
18175,49494,3722,13465,6.9,14.56223,23.15,72.40801,75.08031,1.0,0.0,40.65188889
18177,49798,9531,29989,6.8,17.34459,66.95,62.67058,63.46689,1.0,0.0,42.90088889
18179,66597,2254,14006,5.7,15.91784,49.44,76.19447,77.25979,1.0,0.0,42.20888889
18181,57787,2147,13254,5.0,17.71179,32.03,68.80428,71.26097,1.0,0.0,44.24388889
18183,61841,2426,17155,5.9,15.13308,28.84,73.10589,73.2627,1.0,0.0,37.3
19001,55265,741,4179,4.0,21.25172,0.0,65.33652,69.83481,1.0,1.0,50.404
19003,56291,386,2029,3.8,21.2,0.0,66.90682,70.83333,1.0,1.0,35.02088889
19005,55320,1454,7034,5.1,19.92701,26.04,59.55828,63.79682,1.0,1.0,64.571
19007,49737,1791,5914,5.3,20.7517,41.75,66.12533,69.24493,1.0,1.0,39.45088889
19009,56338,516,3011,3.4,22.18341,0.0,63.18438,67.10526,1.0,1.0,78.82
19011,72308,1876,12924,5.0,15.78327,19.34,60.08766,62.75099,1.0,1.0,53.01388889
19013,56091,15410,67318,6.2,14.60479,86.52,43.31156,44.50918,1.0,1.0,54.269
19015,70656,1762,14468,4.1,16.06197,49.37,53.33238,56.68188,1.0,1.0,53.25
19017,74596,1323,13500,3.9,18.15606,35.51,53.92509,57.01912,1.0,1.0,70.24188889
19019,66852,1736,11095,4.6,15.70668,31.46,54.29614,59.58789,1.0,1.0,63.51788889
19021,61189,1723,11643,3.7,14.24172,56.09,59.84839,61.90768,1.0,1.0,62.50188889
19023,54822,1184,7675,4.7,19.49728,0.0,65.95145,68.43665,1.0,1.0,70.687
19025,62000,876,4096,4.1,22.16854,0.0,67.89422,70.15976,1.0,1.0,88.749
19027,61701,1373,10546,4.0,17.78548,47.96,63.50743,68.25761,1.0,1.0,88.08088889
19029,55301,1349,6752,3.9,20.58824,46.37,67.39901,68.29301,1.0,1.0,61.46488889
19031,68592,1326,10368,4.4,17.32632,16.58,56.20073,57.5633,1.0,1.0,43.24588889
19033,57659,4357,23096,5.2,18.45154,79.41,51.17748,52.27512,1.0,1.0,67.822
19035,61360,975,6192,3.8,20.3858,38.62,67.70126,68.96288,1.0,1.0,65.68888889
19037,63869,978,6271,4.7,18.49855,26.47,58.72467,64.96758,1.0,1.0,77.096
19039,69923,1021,4761,5.4,16.66667,51.9,61.43019,67.32334,1.0,1.0,48.622
19041,59940,1275,8336,4.5,18.26033,65.71,68.71927,68.42457,1.0,1.0,71.219
19043,56256,1769,9703,5.7,19.62804,3.4,58.35349,63.64394,1.0,1.0,68.57
19045,56017,5717,21989,6.7,17.25846,67.77,49.4505,54.1216,1.0,1.0,52.62
19047,56707,2069,7931,5.2,16.55747,48.2,67.15244,67.85015,1.0,1.0,65.25488889
19049,92025,4207,49406,3.6,10.35272,69.41,51.27469,49.95716,1.0,1.0,55.934
19051,57225,1044,4108,4.0,16.28986,0.0,70.52877,73.91517,1.0,1.0,48.361
19053,46373,1201,4266,3.8,18.8251,0.0,62.00378,68.74342,1.0,1.0,33.58188889
19055,66364,1412,10381,4.0,16.81621,28.53,62.06219,66.64001,1.0,1.0,70.10188889
19057,55153,4953,18609,7.5,17.99772,73.26,50.65462,53.07677,1.0,1.0,43.58288889
19059,67477,1158,9752,5.1,23.0332,64.95,65.80463,66.15084,1.0,1.0,75.10588889
19061,65986,8322,54877,5.9,15.15383,72.98,47.68644,50.46545,1.0,1.0,68.37588889
19063,57652,878,5047,5.0,18.93939,60.1,66.3055,67.27798,1.0,1.0,74.384
19065,53254,2174,10299,5.5,19.54982,29.42,56.97544,60.3279,1.0,1.0,69.94288889
19067,60790,1421,8250,6.0,19.63775,47.27,54.74014,58.91434,1.0,1.0,58.85388889
19069,59596,1026,5597,3.8,18.5652,39.76,64.15056,66.70565,1.0,1.0,64.625
19071,62234,601,3712,3.1,19.81335,0.0,67.55768,70.28779,1.0,1.0,42.293
19073,54857,932,5333,4.2,20.64195,41.84,59.19781,63.73344,1.0,1.0,56.26588889
19075,71837,666,6273,4.4,18.71178,0.0,66.74549,67.74326,1.0,1.0,60.845
19077,65344,904,5409,5.0,20.30289,0.0,63.7248,67.05383,1.0,1.0,49.772
19079,61650,1164,6779,4.4,18.40186,49.52,58.6375,62.39456,1.0,1.0,62.50188889
19081,58053,837,5764,4.7,19.00826,29.98,68.30611,71.12767,1.0,1.0,67.022
19083,58502,1520,7767,4.6,20.56866,28.92,62.10377,65.07954,1.0,1.0,66.98988889
19085,63118,1129,7060,4.0,17.31312,18.88,66.30523,68.28939,1.0,1.0,52.586
19087,56260,1948,9564,5.3,17.27297,42.87,62.07194,65.18733,1.0,1.0,46.275
19089,60034,942,5070,4.5,18.80065,37.01,57.9321,63.06979,1.0,1.0,83.107
19091,62071,823,4939,4.2,19.71757,53.42,70.81264,71.69138,1.0,1.0,78.15588889
19093,56096,690,3966,3.6,20.10086,0.0,73.95544,74.82463,1.0,1.0,84.22888889
19095,67820,1013,10009,4.4,16.66667,17.82,59.08522,61.68138,1.0,1.0,58.05
19097,61538,2156,10622,6.1,19.03284,46.73,57.04626,62.326,1.0,1.0,59.784
19099,63458,2999,19177,5.3,17.52799,42.49,56.2207,59.86921,1.0,1.0,43.773
19101,52830,2487,9487,5.7,18.62492,61.27,46.71916,49.59259,1.0,1.0,37.33288889
19103,68790,20522,84088,4.8,9.689583,81.46,27.75494,27.34016,1.0,1.0,35.35888889
19105,61736,1913,10253,5.7,18.0461,42.04,57.11717,59.80526,1.0,1.0,47.96988889
19107,54790,1360,5151,4.9,19.31986,0.0,69.67888,71.60098,1.0,1.0,42.03188889
19109,65006,1439,8087,3.8,21.14228,34.36,66.27866,69.03191,1.0,1.0,89.41588889
19111,58619,3689,15693,6.5,17.67764,59.38,55.13119,58.40205,1.0,1.0,50.237
19113,69559,18011,118853,6.4,13.7593,87.25,42.02103,41.86791,1.0,1.0,52.82588889
19115,72404,989,5916,5.0,15.61939,0.0,61.90572,65.64141,1.0,1.0,34.12688889
19117,48662,1140,4644,3.6,20.94241,43.75,66.8606,70.99352,1.0,1.0,44.59388889
19119,67280,726,6823,2.5,16.00346,0.0,81.88132,83.15605,1.0,1.0,87.134
19121,75563,1218,8347,5.7,14.87362,32.16,62.60706,66.23575,1.0,1.0,38.39488889
19123,59704,2183,11798,4.8,16.40175,56.05,70.5546,72.75517,1.0,1.0,44.372
19125,64327,2562,17933,4.2,16.5158,51.31,62.32198,65.84338,1.0,1.0,60.236
19127,64341,3849,17514,7.1,15.61049,66.07,51.55367,52.77349,1.0,1.0,53.722
19129,76010,1186,7150,3.9,13.92316,40.43,66.37749,67.54958,1.0,1.0,39.01988889
19131,67127,929,6061,3.4,20.24715,32.8,59.32836,63.15699,1.0,1.0,67.019
19133,58079,922,4347,4.8,22.61703,28.8,68.83978,68.69713,1.0,1.0,58.85488889
19135,58297,868,3938,5.2,17.54609,44.83,68.54839,72.77397,1.0,1.0,47.704
19137,54767,1125,4847,4.7,19.31707,52.11,68.64745,68.68781,1.0,1.0,52.90488889
19139,62877,4258,21053,6.0,14.27222,74.45,50.03144,52.35838,1.0,1.0,41.181
19141,63559,1117,8058,3.4,19.74453,33.73,78.04845,77.61886,1.0,1.0,76.719
19143,63695,464,3498,2.9,19.44217,41.63,79.07413,80.82933,1.0,1.0,71.72688889
19145,52739,1785,6186,5.0,20.23121,66.65,69.96268,70.65622,1.0,1.0,57.996
19147,63164,817,4540,4.6,19.85336,38.51,65.87505,67.97095,1.0,1.0,76.95588889
19149,72261,1497,14284,3.6,16.83006,37.06,73.97565,73.94981,1.0,1.0,73.71288889
19151,56360,662,4220,3.5,21.09039,0.0,70.26886,73.92101,1.0,1.0,62.175
19153,67821,55560,264807,6.0,11.22668,95.09,40.89878,41.27457,1.0,1.0,44.99388889
19155,61607,8407,47249,5.2,15.08334,73.58,57.8814,57.37802,1.0,1.0,38.86888889
19157,60023,1945,9727,4.9,19.41003,48.01,50.92335,55.78895,1.0,1.0,48.69388889
19159,53466,615,2377,3.9,22.09661,0.0,67.80924,72.51289,1.0,1.0,61.80088889
19161,54107,987,5167,3.5,20.98079,0.0,71.57813,73.36947,1.0,1.0,75.35288889
19163,67038,20606,86403,6.8,13.75798,86.49,46.04609,47.17438,1.0,1.0,48.05688889
19165,54234,934,6318,3.6,20.99447,40.55,69.2185,69.12436,1.0,1.0,74.225
19167,74868,2114,20757,2.7,14.51914,49.18,82.0557,82.30539,1.0,1.0,85.37888889
19169,61341,10920,56458,3.6,10.94342,83.06,39.07381,39.85266,1.0,1.0,49.09488889
19171,58329,1772,9225,5.1,18.06735,27.6,57.52663,58.60963,1.0,1.0,48.30288889
19173,70519,634,3064,3.7,20.0491,0.0,70.19646,75.80794,1.0,1.0,56.483
19175,48862,1422,6147,5.9,17.97799,60.77,61.04369,64.83428,1.0,1.0,41.98988889
19177,51908,1013,3667,4.6,19.91814,0.0,71.58253,75.41546,1.0,1.0,40.03988889
19179,49060,5256,17328,6.0,16.20485,69.53,58.08216,60.87123,1.0,1.0,39.697
19181,82206,2497,27577,4.6,14.00438,58.04,54.88557,57.28922,1.0,1.0,39.637
19183,65061,1526,11490,4.1,17.18173,30.54,57.00296,59.25202,1.0,1.0,57.432
19185,52016,822,2783,4.5,21.92982,0.0,70.83191,75.20103,1.0,1.0,50.023
19187,58355,4122,18615,5.2,17.06574,66.09,58.29224,61.37358,1.0,1.0,64.59088889
19189,52706,905,5025,6.4,19.04525,33.88,60.11894,62.0938,1.0,1.0,82.634
19191,61813,1645,11095,4.9,18.7027,41.02,47.53499,51.68269,1.0,1.0,81.56288889
19193,60553,11311,54467,5.3,13.48326,82.54,57.36147,56.73471,1.0,1.0,59.13888889
19195,54474,616,4082,5.4,18.49866,0.0,57.94592,61.97374,1.0,1.0,72.809
19197,57133,1302,6960,4.0,20.05516,43.2,63.70819,66.13367,1.0,1.0,67.17788889
20001,48616,1728,6392,5.4,18.24271,42.85,67.27512,71.1229,0.0,1.0,62.875
20003,53936,991,4250,4.1,19.71741,41.18,72.81049,77.25806,0.0,1.0,52.70288889
20005,56691,1945,6856,6.9,15.68756,65.85,62.20866,66.00109,0.0,1.0,53.947
20007,52749,518,2324,3.4,19.70339,0.0,82.48076,86.12192,0.0,1.0,63.012
20009,51149,3159,13680,4.6,16.74107,68.24,76.98255,77.3652,0.0,1.0,68.93088889
20011,49821,2016,6747,5.6,17.12995,52.03,72.89625,74.96183,0.0,1.0,53.437
20013,49483,1221,5153,4.5,18.49385,31.56,72.24747,72.92994,0.0,1.0,53.836
20015,71827,5576,32533,6.5,13.17872,59.53,69.42812,69.64878,0.0,1.0,42.25088889
20017,57338,246,1465,5.5,22.5,0.0,71.83308,75.37212,0.0,1.0,49.068
20019,43155,574,1482,6.1,24.38316,0.0,84.11924,85.49572,0.0,1.0,45.816
20021,48336,2779,10016,5.2,16.5419,50.94,71.75054,74.03018,0.0,1.0,55.835
20023,50623,299,1314,2.2,25.56818,0.0,83.17956,82.71429,0.0,1.0,54.696
20025,58365,209,1145,2.0,19.66427,0.0,82.706,84.44656,0.0,1.0,61.625
20027,53119,767,3807,4.5,20.44767,50.46,75.95922,75.68941,0.0,1.0,58.922
20029,55001,990,3865,4.1,19.80867,56.02,74.54973,76.23383,0.0,1.0,55.62788889
20031,59142,770,3901,5.2,18.14904,29.1,75.46693,76.59622,0.0,1.0,50.47088889
20033,49314,180,860,3.5,23.13625,0.0,82.26371,82.41151,0.0,1.0,70.65
