fips,MedianIncome,PovertyEst,LaborForce,UnemploymentRate,Older,Urban,Trump2016,Trump2020,RepGov,Female,AdherentPercent
01001,67565,6242,25838,4.9,13.3516,58.0,73.43579,71.43681,1.0,1.0,67.68788889
01003,71135,20189,96763,5.6,18.08256,57.72,77.35147,76.17137,1.0,1.0,53.174
01005,38866,5548,8587,7.0,17.12386,32.21,52.27142,53.45123,1.0,1.0,54.999
01007,50907,3549,8640,6.6,15.13983,31.65,76.96616,78.42627,1.0,1.0,49.88
01009,55203,7525,24661,4.1,16.11238,10.05,89.85188,89.57156,1.0,1.0,65.162
01011,33124,2552,4818,5.5,14.37811,48.63,24.22889,24.84284,1.0,1.0,57.724
01013,42268,3954,9056,8.8,17.29379,28.77,56.31549,57.5253,1.0,1.0,58.61488889
01015,50259,15915,46240,7.1,15.49407,66.3,69.2397,68.84843,1.0,1.0,71.362
01017,39318,5266,15865,6.8,17.51673,50.85,56.63377,57.26904,1.0,1.0,65.033
01019,50388,3827,11513,4.6,19.28697,14.26,83.87128,86.03365,1.0,1.0,47.924
01021,52693,6094,19592,5.0,14.75768,13.26,82.54177,83.29881,1.0,1.0,69.858
01023,41649,2506,4621,6.7,19.88636,0.0,56.43919,57.55627,1.0,1.0,70.14188889
01025,44178,4471,7769,9.0,17.13478,24.02,54.95517,55.75942,1.0,1.0,79.23988889
01027,44763,1818,6083,4.0,18.04823,0.0,79.58004,80.82251,1.0,1.0,73.96588889
01029,50134,2099,5737,4.6,17.45871,0.0,87.84445,89.71911,1.0,1.0,76.56288889
01031,54203,7303,21502,4.4,15.00895,52.8,77.1462,75.86533,1.0,1.0,66.111
01033,54185,7864,23558,6.6,17.82242,56.11,67.8876,68.86251,1.0,1.0,69.459
01035,34664,2701,4529,7.3,19.65679,19.05,52.16262,53.43891,1.0,1.0,57.07588889
01037,46509,1808,4392,5.5,17.90698,0.0,64.63718,66.27122,1.0,1.0,53.27988889
01039,43544,6219,15172,4.9,19.05337,30.35,83.58832,83.6833,1.0,1.0,61.925
01041,45927,2262,6253,5.7,16.24365,0.0,72.15292,73.50763,1.0,1.0,63.16688889
01043,51844,10381,38310,4.3,17.09974,26.76,87.8105,88.12215,1.0,1.0,78.10188889
01045,48493,7440,20710,4.9,14.84904,49.11,74.11506,72.46428,1.0,1.0,49.217
01047,37679,9471,14619,10.7,15.12635,54.36,30.88094,30.92253,1.0,1.0,60.57988889
01049,47156,10778,30736,4.5,14.49637,9.87,83.48923,84.36777,1.0,1.0,55.36588889
01051,62524,8972,36620,4.9,13.70973,45.81,74.8381,73.51694,1.0,1.0,46.968
01053,41212,6892,14453,6.0,16.8822,36.49,67.58694,68.31552,1.0,1.0,60.059
01055,47872,15650,40724,7.7,16.59986,62.52,73.91084,74.43848,1.0,1.0,80.44188889
01057,45937,2640,6562,5.0,18.7877,19.77,81.8082,83.2763,1.0,1.0,64.02788889
01059,40448,5357,14424,4.4,15.70129,29.63,79.18026,82.49324,1.0,1.0,64.396
01061,39882,5492,10835,4.1,18.14076,10.36,85.4876,86.47269,1.0,1.0,61.545
01063,33609,2210,3015,10.9,17.07176,0.0,17.2357,18.32461,1.0,1.0,26.81
01065,41836,3166,6075,9.4,16.30544,10.83,39.6005,40.26761,1.0,1.0,60.47588889
01067,51126,2743,6814,4.8,19.22399,12.25,70.13846,71.05829,1.0,1.0,47.36388889
01069,54391,15534,46358,5.4,15.57137,66.2,72.72662,70.64301,1.0,1.0,79.824
01071,46606,7777,22840,5.3,17.64199,22.98,80.07217,83.22051,1.0,1.0,54.337
01073,57802,92310,315957,6.2,13.81237,90.17,45.02208,42.60975,1.0,1.0,83.87
01075,40204,2348,5730,4.9,19.28187,0.0,83.95614,85.83345,1.0,1.0,75.81688889
01077,52293,12630,41931,5.5,17.62955,50.7,71.45802,71.54198,1.0,1.0,58.31488889
01079,48924,5005,14363,4.9,15.60252,8.71,73.39124,76.86357,1.0,1.0,52.183
01081,58963,28901,75564,5.2,10.11205,72.59,59.51481,59.0925,1.0,1.0,40.63988889
01083,70850,10285,44624,4.3,13.62271,42.39,73.15736,70.35645,1.0,1.0,51.96488889
01085,37499,2083,3661,13.3,16.24413,0.0,26.22828,26.86174,1.0,1.0,55.023
01087,37736,4543,8063,9.6,17.4993,44.45,15.93507,17.66594,1.0,1.0,44.672
01089,67810,39100,187247,4.6,13.27371,83.56,55.93361,52.77074,1.0,1.0,50.425
01091,43198,3370,7766,6.2,17.88294,30.68,47.71648,49.01835,1.0,1.0,77.25288889
01093,44333,4843,13034,5.1,19.07729,11.15,87.30638,88.39719,1.0,1.0,61.17788889
01095,51417,14754,44275,4.2,15.62182,46.73,83.56071,83.6994,1.0,1.0,65.51588889
01097,50871,71398,190882,7.9,14.08529,79.98,55.74923,55.27451,1.0,1.0,61.29188889
01099,38812,4552,7474,8.2,16.73869,20.96,56.66175,57.62093,1.0,1.0,64.847
01101,49607,44058,107103,7.8,12.8949,89.51,35.87531,33.6003,1.0,1.0,69.73888889
01103,55688,16995,58899,4.5,14.97945,61.4,74.79746,73.83195,1.0,1.0,69.67888889
01105,33712,2443,3437,10.9,17.68817,0.0,26.69838,25.60229,1.0,1.0,53.91388889
01107,41870,4050,7660,6.5,17.59645,0.0,57.44681,57.86098,1.0,1.0,68.36788889
01109,43141,6101,15636,4.9,14.12782,48.32,58.97121,58.10274,1.0,1.0,50.929
01111,46679,3933,9414,4.7,18.67117,18.66,75.98223,78.97942,1.0,1.0,57.321
01113,40821,11702,23500,5.1,12.20739,64.59,48.12918,46.24689,1.0,1.0,69.485
01115,61973,9384,40132,4.9,14.63138,27.2,83.24063,81.37981,1.0,1.0,47.573
01117,88444,15227,114048,3.9,12.33181,77.06,73.42754,69.3345,1.0,1.0,43.93388889
01119,32275,3338,4745,7.0,15.61753,0.0,24.73791,25.40137,1.0,1.0,36.111
01121,44802,12958,36123,7.0,15.6869,44.18,62.00253,62.34753,1.0,1.0,53.475
01123,46654,6004,17864,6.9,18.29058,25.77,70.07674,71.28293,1.0,1.0,69.45588889
01125,56610,28776,102222,6.6,11.71131,74.49,58.37984,56.68833,1.0,1.0,53.58888889
01127,46519,10219,24877,5.8,17.44481,25.91,82.7822,83.41995,1.0,1.0,65.35088889
01129,36346,2769,6729,8.0,15.75668,0.0,71.01978,73.95222,1.0,1.0,58.495
01131,31909,2240,2871,14.7,16.59091,0.0,28.49877,31.05201,1.0,1.0,61.045
01133,46453,4036,10017,4.7,18.78418,15.11,89.95612,90.34917,1.0,1.0,61.158
02013,79128,514,2523,4.0,,,,,,,
02016,92216,443,3732,4.5,,,,,,,
02020,84577,23200,148392,7.4,,,,,,,
02050,52214,4567,6963,11.6,,,,,,,
02060,87032,82,417,7.4,,,,,,,
02068,80192,127,680,15.7,,,,,,,
02070,72334,894,1742,8.2,,,,,,,
02090,76650,6565,44679,6.4,,,,,,,
02100,105044,251,1018,15.6,,,,,,,
02105,55593,271,1050,13.5,,,,,,,
02110,89204,2510,16374,6.6,,,,,,,
02122,68448,6171,26341,9.1,,,,,,,
02130,76780,1127,6520,9.6,,,,,,,
02150,72028,957,6090,6.2,,,,,,,
02158,37566,2305,2299,19.4,,,,,,,
02164,54386,261,689,9.4,,,,,,,
02170,89502,9365,47848,8.3,,,,,,,
02180,64309,1825,3927,10.5,,,,,,,
02185,94759,1025,3200,5.9,,,,,,,
02188,65194,1397,2942,12.0,,,,,,,
02195,66096,242,1415,8.7,,,,,,,
02198,53638,975,2828,9.2,,,,,,,
02220,79363,609,4132,6.9,,,,,,,
02230,78421,45,606,21.5,,,,,,,
02240,64544,805,2934,7.4,,,,,,,
02275,64643,264,984,8.4,,,,,,,
02282,68352,79,260,8.5,,,,,,,
02290,43060,1029,2308,12.1,,,,,,,
04001,36319,22939,20195,12.8,12.94267,25.94,28.48491,32.52139,1.0,0.0,48.835
04003,51171,17815,51995,7.0,20.46523,63.7,58.02489,58.79814,1.0,0.0,40.405
04005,57146,22540,75280,9.7,11.05998,68.53,36.88709,36.88272,1.0,0.0,29.68988889
04007,49280,8911,21008,7.7,25.28262,58.94,63.89383,66.39569,1.0,0.0,37.586
04009,55419,5523,15919,6.3,13.21752,53.56,67.21668,71.67912,1.0,0.0,55.247
04011,67530,776,4454,5.5,11.52125,53.43,58.34105,65.97071,1.0,0.0,52.649
04012,41637,4405,8979,7.1,35.66974,43.67,68.56622,68.75335,1.0,0.0,23.959
04013,71799,520797,2331628,7.4,13.32448,97.64,49.12624,48.11196,1.0,0.0,39.073
04015,46678,32550,88743,10.0,26.53004,77.04,73.6713,75.00597,1.0,0.0,22.34688889
04017,46698,25532,40419,10.1,15.34402,45.86,51.30052,53.40942,1.0,0.0,43.65788889
04019,56551,154790,495991,7.7,17.25417,92.48,40.75235,39.89707,1.0,0.0,39.841
04021,66992,50810,191074,7.5,17.97443,78.1,57.41379,57.86789,1.0,0.0,21.71888889
04023,44402,7810,19429,11.4,15.2546,73.12,24.45397,31.66505,1.0,0.0,39.33188889
04025,58860,25610,106985,7.5,27.30611,66.8,63.44255,63.87982,1.0,0.0,25.97788889
04027,54278,31745,98120,17.1,17.28171,89.57,50.50664,52.24666,1.0,0.0,37.398
05001,51186,2940,9422,4.0,16.89226,65.29,62.02367,68.40432,1.0,0.0,71.39188889
05003,44677,3279,7186,9.3,17.48335,48.32,66.50056,69.99747,1.0,0.0,89.34188889
05005,44833,6013,16528,5.9,29.04022,34.16,74.87737,75.3844,1.0,0.0,50.967
05007,78678,25970,140015,4.5,12.46098,74.84,64.44909,61.68274,1.0,0.0,49.254
05009,48153,5255,15764,5.3,18.98407,37.8,76.8288,79.77095,1.0,0.0,74.42988889
05011,41578,2156,4386,5.8,17.03771,50.41,59.80094,63.90258,1.0,0.0,81.761
05013,50865,798,2426,5.2,19.66732,0.0,69.06667,74.97709,1.0,0.0,44.80288889
05015,45397,3935,12709,5.7,20.56297,27.17,63.56044,62.93125,1.0,0.0,39.50688889
05017,35992,2467,3250,10.3,19.14594,45.72,41.35936,42.70046,1.0,0.0,53.237
05019,46464,3830,9314,5.9,16.9483,45.62,52.57621,54.98511,1.0,0.0,67.94088889
05021,43723,2577,5519,6.0,20.70095,41.14,63.21513,78.83466,1.0,0.0,44.51288889
05023,49964,3563,9157,7.6,24.50187,24.48,78.99398,81.4511,1.0,0.0,50.012
05025,57697,1086,3203,6.1,17.25979,0.0,74.56805,79.63889,1.0,0.0,49.131
05027,44925,3857,9053,6.8,16.22276,42.51,61.74041,63.83473,1.0,0.0,52.92788889
05029,47049,3273,8392,6.0,17.59059,29.48,61.80937,65.56131,1.0,0.0,48.82688889
05031,51797,18130,55775,5.3,12.33381,67.83,65.19675,66.36546,1.0,0.0,56.19288889
05033,54534,9012,26436,5.4,14.50307,48.04,75.1749,77.23631,1.0,0.0,50.31988889
05035,47545,10671,21209,8.3,11.55963,79.11,44.0119,44.80357,1.0,0.0,48.831
05037,40587,3357,7291,6.1,16.15898,43.21,67.00337,71.24747,1.0,0.0,67.87888889
05039,34649,1244,2832,5.3,19.91842,47.36,54.97993,59.3809,1.0,0.0,58.34188889
05041,37421,2507,5321,7.0,16.35476,68.58,45.31472,46.13353,1.0,0.0,65.537
05043,46787,3152,7730,6.9,15.5618,51.39,60.5464,62.95599,1.0,0.0,71.77
05045,57367,14653,61682,5.4,10.9555,61.24,62.9152,63.24134,1.0,0.0,47.631
05047,47256,2692,7478,5.6,17.24828,17.4,75.15677,79.63248,1.0,0.0,41.81
05049,39839,2077,4924,5.1,23.7858,7.08,73.14503,77.3784,1.0,0.0,44.075
05051,46459,15359,41347,8.0,21.20861,63.1,64.58834,65.76846,1.0,0.0,53.171
05053,62077,1809,8222,5.2,15.39536,24.97,75.27353,82.85366,1.0,0.0,47.95788889
05055,53821,7696,19450,6.0,14.48123,58.49,74.17834,78.69566,1.0,0.0,55.07
05057,42790,3914,9593,5.2,15.40559,44.23,62.87228,65.27453,1.0,0.0,50.847
05059,49582,4709,14100,5.8,17.30065,34.03,69.0055,73.28184,1.0,0.0,48.249
05061,40566,2150,5533,5.0,15.25804,32.48,68.08372,69.65247,1.0,0.0,58.996
05063,50834,5499,16670,5.8,15.88031,31.42,73.83025,77.52205,1.0,0.0,57.95588889
05065,41787,2539,4640,8.4,24.84202,0.0,74.90734,79.70741,1.0,0.0,49.26988889
05067,40789,3344,5863,7.1,18.88577,34.94,64.0487,70.57552,1.0,0.0,56.398
05069,40588,11303,27398,8.0,15.16269,69.08,35.94206,37.84482,1.0,0.0,59.78788889
05071,39439,4465,10120,6.3,15.48515,28.63,67.48917,73.04696,1.0,0.0,47.698
05073,40007,1289,2421,7.6,20.72829,0.0,61.72839,65.58417,1.0,0.0,44.042
05075,41188,3006,6786,6.1,18.51965,36.44,72.19755,78.00922,1.0,0.0,52.83988889
05077,32502,2527,2805,7.5,18.48341,36.49,40.91212,45.1545,1.0,0.0,35.67688889
05079,47903,2223,3834,6.0,16.59878,0.0,64.36812,70.42581,1.0,0.0,36.40188889
05081,47125,1943,5385,6.4,18.27229,31.48,69.41448,71.7597,1.0,0.0,59.51
05083,43577,3308,8656,6.6,18.40749,28.98,73.18536,78.31003,1.0,0.0,79.66288889
05085,59623,7974,33550,5.5,11.7328,55.19,74.35552,74.63309,1.0,0.0,44.77588889
05087,45144,2797,7413,3.9,16.81076,0.0,72.50073,76.96912,1.0,0.0,37.374
05089,39888,3165,6251,6.4,25.51365,0.0,75.57309,77.07584,1.0,0.0,38.149
05091,43634,8050,19379,6.9,14.61629,59.99,70.51514,72.11568,1.0,0.0,60.40388889
05093,47892,8235,17264,9.0,12.83799,63.73,53.77453,59.11522,1.0,0.0,67.007
05095,35833,1543,2721,6.7,20.23576,31.02,50.61461,54.86506,1.0,0.0,69.55488889
05097,42751,1666,2981,6.8,23.35726,0.0,74.68795,78.64704,1.0,0.0,43.881
05099,41854,1512,3550,5.9,19.12791,30.82,61.89298,63.51995,1.0,0.0,44.95888889
05101,40698,1406,3246,5.0,22.13884,0.0,77.05709,79.83992,1.0,0.0,26.93888889
05103,46374,4669,9821,6.0,17.19035,43.65,54.11395,54.97975,1.0,0.0,91.74188889
05105,46317,1506,4188,5.5,17.92079,0.0,70.7097,75.18911,1.0,0.0,35.84488889
05107,35167,3767,6402,9.1,15.49889,52.03,35.43661,38.72157,1.0,0.0,50.73788889
05109,43133,1932,4272,5.9,17.81451,0.0,79.62589,82.87801,1.0,0.0,58.462
05111,36150,4857,9919,5.5,16.38003,28.86,59.60629,78.68635,1.0,0.0,67.046
05113,42915,3538,8013,6.6,20.63257,26.61,81.34467,82.86219,1.0,0.0,53.71688889
05115,46350,8552,27775,5.9,14.15706,45.51,72.84288,74.0054,1.0,0.0,46.436
05117,48478,1137,3608,5.3,20.73761,0.0,73.53114,79.71387,1.0,0.0,50.05188889
05119,56171,59031,188928,7.4,12.76283,87.72,38.78956,37.47264,1.0,0.0,58.123
05121,46495,2912,7444,5.9,18.95406,32.58,71.4082,78.61127,1.0,0.0,58.862
05123,37759,6199,8028,7.9,14.67851,48.45,43.10577,45.61058,1.0,0.0,51.975
05125,70550,10057,58181,5.1,16.31155,63.84,68.98463,69.44644,1.0,0.0,40.59588889
05127,41230,1756,4354,4.5,17.46179,29.64,78.82002,83.41312,1.0,0.0,57.12588889
05129,33814,1732,2885,6.4,22.66667,0.0,79.90806,83.72729,1.0,0.0,45.686
05131,48627,21137,56158,6.0,13.58875,79.19,66.04909,66.18159,1.0,0.0,68.68988889
05133,45838,2755,5524,5.8,12.789,36.4,72.6367,74.66359,1.0,0.0,53.78088889
05135,40437,3110,5717,7.1,24.52494,19.94,75.17386,78.48269,1.0,0.0,67.07588889
05137,36148,2513,4618,7.1,24.02913,0.0,73.83752,77.73661,1.0,0.0,48.20888889
05139,47857,6381,15622,8.3,15.95665,45.5,62.43726,63.09388,1.0,0.0,83.273
05141,42345,2674,5758,7.1,23.7273,0.0,75.68555,77.28961,1.0,0.0,40.804
05143,57712,30994,126141,4.6,10.43603,74.51,51.71651,50.39357,1.0,0.0,56.75488889
05145,43765,11176,33972,6.2,15.11108,45.68,76.63837,78.29691,1.0,0.0,58.432
05147,37634,1386,2794,5.8,19.15513,0.0,52.70588,62.31825,1.0,0.0,45.68888889
05149,48728,2971,7997,5.1,15.69767,20.87,71.99875,77.52559,1.0,0.0,50.95288889
06001,113518,139636,813807,8.8,11.978,99.61,14.87113,17.7056,0.0,0.0,33.741
06003,64542,159,517,11.2,19.6347,0.0,36.69565,32.92847,0.0,0.0,4.254888889
06005,68141,3678,14424,9.1,25.46423,39.58,59.57756,60.91382,0.0,0.0,24.434
06007,54718,35963,92604,9.2,16.43142,81.1,48.0301,47.75484,0.0,0.0,34.08188889
06009,66329,5310,21207,7.6,24.38418,24.59,58.5296,60.80842,0.0,0.0,68.95388889
06011,59422,2200,10499,16.0,12.4498,68.28,53.85199,57.27581,0.0,0.0,53.219
06013,106484,82136,541256,8.9,13.56035,99.21,25.43897,26.30233,0.0,0.0,38.473
06015,47442,4604,9350,9.5,16.80217,66.33,54.84457,56.41809,0.0,0.0,20.83888889
06017,87792,15992,90752,8.3,17.02576,65.3,53.38347,53.24528,0.0,0.0,28.729
06019,61401,168153,445518,11.3,10.72391,89.19,45.53152,45.08222,0.0,0.0,51.70388889
06021,57779,3470,12568,8.9,14.21613,59.13,61.71234,62.54871,0.0,0.0,39.56288889
06023,56071,20847,59411,8.4,14.92029,70.24,32.35521,31.62957,0.0,0.0,21.511
06025,47599,31134,69602,22.5,12.16769,82.58,27.05324,36.75553,0.0,0.0,38.60188889
06027,55981,1940,8305,7.8,20.7372,53.57,53.12656,48.72904,0.0,0.0,42.98988889
06029,58583,159609,383769,12.5,9.789833,89.79,54.73143,53.88925,0.0,0.0,48.01888889
06031,60319,19874,56416,11.6,9.388079,89.15,54.09613,54.88622,0.0,0.0,55.42788889
06033,52345,10131,28267,9.6,19.68498,66.89,44.09352,45.56597,0.0,0.0,25.518
06035,63803,3555,9461,7.1,16.38288,29.47,72.67319,74.84356,0.0,0.0,23.36688889
06037,75624,1289368,4921499,12.8,11.70613,99.39,23.38869,26.86866,0.0,0.0,53.10388889
06039,68744,21211,61738,10.8,12.82291,67.08,56.09841,54.68523,0.0,0.0,52.996
06041,127601,15119,130138,6.7,18.92912,93.48,15.94582,15.79707,0.0,0.0,43.504
06043,56887,2258,7162,10.9,25.23809,0.0,58.40937,57.87938,0.0,0.0,42.343
06045,53176,12099,37015,8.9,18.09809,54.77,31.22868,30.61427,0.0,0.0,32.71488889
06047,58998,44302,114736,12.2,10.22606,85.73,43.47294,43.51288,0.0,0.0,54.47888889
06049,46838,1529,3170,8.5,21.22261,30.04,71.83686,71.66897,0.0,0.0,15.125
06051,73204,1285,7846,11.8,13.57891,54.17,40.35701,37.30147,0.0,0.0,96.07788889
06053,85031,47870,213471,10.8,11.72974,90.18,27.28495,28.25125,0.0,0.0,49.40688889
06055,92149,10356,68867,8.7,16.05939,86.6,29.57443,28.66809,0.0,0.0,52.30088889
06057,74158,9040,46489,8.0,22.15606,57.87,44.1578,41.3652,0.0,0.0,31.442
06059,98786,280128,1553301,8.8,12.60025,99.86,43.28011,44.456,0.0,0.0,45.76288889
06061,100662,25815,184892,7.3,17.03435,86.21,52.46526,52.11879,0.0,0.0,38.37588889
06063,58489,2509,7559,10.7,24.19181,25.98,57.51982,57.25835,0.0,0.0,22.45688889
06065,76409,275176,1107723,9.9,12.77927,95.38,45.27627,45.04335,0.0,0.0,44.437
06067,72953,192386,707182,9.3,12.15834,97.94,34.8695,36.11424,0.0,0.0,37.073
06069,91185,5025,31528,9.9,10.74048,76.0,36.82563,36.74404,0.0,0.0,64.575
06071,65984,308021,966206,9.4,9.957915,95.27,42.41303,43.55375,0.0,0.0,39.986
06073,87126,306807,1538361,9.2,12.36123,96.7,38.23522,37.46555,0.0,0.0,43.917
06075,121722,85356,556056,7.8,14.14804,100.0,9.442505,12.72206,0.0,0.0,35.30788889
06077,70685,104295,331828,11.3,11.21429,91.53,40.99444,41.98334,0.0,0.0,44.10688889
06079,79455,28338,132690,7.7,17.39381,83.4,42.28136,42.2317,0.0,0.0,53.95
06081,132369,41158,433876,6.9,14.1183,98.11,18.68911,20.19656,0.0,0.0,46.118
06083,86136,44777,217510,8.0,13.84981,94.98,32.7236,32.82074,0.0,0.0,47.604
06085,139462,123516,1020693,7.0,11.79568,98.92,20.85298,25.23297,0.0,0.0,43.55688889
06087,93015,27524,133646,9.5,13.17461,87.96,17.75895,18.60341,0.0,0.0,30.99388889
06089,59108,24570,72827,8.7,18.59936,70.71,65.58839,65.43488,0.0,0.0,27.00088889
06091,59422,331,1282,8.0,23.9531,0.28,58.09312,59.17099,0.0,0.0,15.093
06093,49441,6086,16923,9.7,22.12982,34.17,56.52349,56.67377,0.0,0.0,28.62588889
06095,83678,40283,202812,9.5,12.90762,96.28,31.77802,33.67131,0.0,0.0,37.573
06097,87366,37609,245091,7.9,15.854,87.65,22.80934,23.04736,0.0,0.0,35.131
06099,64501,70568,240641,10.7,11.4994,92.02,46.727,48.46749,0.0,0.0,39.337
06101,65791,10984,45467,11.0,13.74609,85.2,55.14476,57.16463,0.0,0.0,31.437
06103,61571,8467,25579,8.8,17.17407,48.51,65.49071,66.64462,0.0,0.0,29.581
06105,45113,2162,4515,8.0,23.45963,0.0,51.08142,50.94279,0.0,0.0,13.115
06107,62058,79348,199151,13.2,9.896152,84.52,53.38634,52.83521,0.0,0.0,40.73788889
06109,63336,6158,20038,10.4,23.8425,51.03,57.4557,58.18559,0.0,0.0,44.987
06111,90961,75060,408867,8.6,12.99303,96.88,38.57465,38.37421,0.0,0.0,44.816
06113,80668,31066,105026,7.5,11.12477,93.07,26.03165,28.05972,0.0,0.0,36.32788889
06115,56278,12816,30042,10.5,11.17965,73.78,58.47184,59.34132,0.0,0.0,32.71388889
08001,73615,48180,274498,8.0,9.078068,96.38,42.14532,40.40678,0.0,0.0,29.35888889
08003,50390,2563,8403,6.4,12.83739,63.13,43.94664,48.83453,0.0,0.0,74.10188889
08005,82381,45760,366768,7.9,11.1401,98.42,38.92593,36.35899,0.0,0.0,33.36288889
08007,63961,1319,7123,7.6,20.94088,40.62,58.07956,56.74759,0.0,0.0,77.81388889
08009,42531,585,2132,2.3,24.02778,0.0,81.44281,83.91011,0.0,0.0,29.541
08011,50688,1033,1828,4.4,21.25874,62.04,61.62791,66.09499,0.0,0.0,32.297
08013,88289,30205,192879,6.2,11.56225,91.09,21.93453,20.62044,0.0,0.0,41.50788889
08014,106263,2983,40226,6.6,11.13228,99.42,38.2197,34.94382,0.0,0.0,30.43888889
08015,64220,1844,9741,6.3,23.66123,62.59,48.03164,45.35977,0.0,0.0,43.70788889
08017,56383,214,1103,2.4,11.2532,0.0,84.1078,87.41197,0.0,0.0,52.28788889
08019,79422,695,6151,8.5,17.37923,0.0,43.85394,42.05864,0.0,0.0,15.52588889
08021,39822,1422,4071,5.6,16.97192,0.0,47.48111,52.75791,0.0,0.0,74.382
08023,35639,854,1823,7.2,24.72067,0.0,31.92308,35.38682,0.0,0.0,98.35388889
08025,36836,1118,1528,5.4,13.57466,0.0,70.74785,72.62857,0.0,0.0,30.637
08027,60485,611,2087,5.0,28.23804,0.0,67.19974,68.07925,0.0,0.0,38.28388889
08029,53553,3690,14340,6.6,22.9342,36.83,69.52764,67.53226,0.0,0.0,36.36288889
08031,75355,89598,423824,8.2,10.61591,100.0,18.78549,18.18514,0.0,0.0,50.78
08033,50821,262,1137,6.9,21.50538,0.0,76.09756,75.15528,0.0,0.0,16.521
08035,122290,10942,194649,5.8,9.181142,89.71,54.76662,52.36205,0.0,0.0,35.037
08037,94309,3517,35708,9.5,7.44691,80.02,36.05767,33.94646,0.0,0.0,30.80788889
08039,107139,1304,14961,4.7,12.62095,0.0,73.52923,73.89243,0.0,0.0,15.018
08041,72459,64656,344120,7.3,11.11076,91.07,56.34255,53.53795,0.0,0.0,33.37788889
08043,52414,6083,15393,7.7,23.59038,73.58,68.8574,68.54091,0.0,0.0,40.785
08045,79958,3965,31762,6.8,9.878636,75.9,49.64677,47.62167,0.0,0.0,27.491
08047,79622,408,4016,11.3,10.09091,0.0,43.76049,43.78882,0.0,0.0,5.238
08049,74484,1071,9364,8.4,13.32388,17.4,52.47269,49.47315,0.0,0.0,25.04188889
08051,68214,1595,11347,6.6,10.64988,41.39,34.94999,33.37802,0.0,0.0,39.774
08053,63034,58,426,4.2,30.0578,0.0,57.55518,55.85443,0.0,0.0,33.21488889
08055,49502,1337,2644,9.4,27.84407,43.85,49.70838,50.0,0.0,0.0,67.03888889
08057,55430,161,940,4.3,21.88679,0.0,72.85383,77.73973,0.0,0.0,24.821
08059,90097,34963,333682,7.1,13.95362,93.1,42.07457,39.33066,0.0,0.0,35.687
08061,49179,173,956,2.3,18.88112,0.0,85.11137,88.03987,0.0,0.0,115.3078889
08063,54642,764,4249,2.8,19.58836,51.31,80.09964,81.21932,0.0,0.0,54.32888889
08065,61518,831,4853,8.2,9.43789,68.93,39.81102,37.79349,0.0,0.0,16.19688889
08067,66080,5447,31366,6.8,13.7511,40.05,40.59306,39.90524,0.0,0.0,39.32088889
08069,80344,34579,203683,6.3,13.43373,88.34,42.61231,40.78176,0.0,0.0,40.679
08071,46281,2245,6497,7.4,21.24955,59.21,54.62424,53.81234,0.0,0.0,89.17888889
08073,50169,727,2375,4.5,23.10757,0.0,77.97668,80.53564,0.0,0.0,42.03388889
08075,55717,2420,11017,4.7,16.03365,70.84,74.95361,76.78503,0.0,0.0,37.15288889
08077,64141,16752,75551,7.5,16.32731,87.32,64.27827,62.78166,0.0,0.0,34.574
08079,58004,67,469,5.8,39.00709,0.0,52.76074,56.48148,0.0,0.0,79.635
08081,63128,1290,7285,6.0,11.835,72.64,81.30568,80.70026,0.0,0.0,32.099
08083,54053,3374,12703,7.1,18.18539,32.82,61.16008,60.03871,0.0,0.0,31.4
08085,59764,4477,21639,6.6,20.19625,55.01,67.88325,67.28994,0.0,0.0,27.25088889
08087,63297,2969,16125,5.4,14.66044,67.45,68.16958,69.79773,0.0,0.0,50.385
08089,46235,3116,8228,6.2,18.38317,65.59,59.30925,60.1086,0.0,0.0,79.597
08091,74492,333,2493,8.1,27.07424,0.0,40.67539,39.22886,0.0,0.0,20.875
08093,77598,1476,11114,5.7,15.49953,0.0,59.08248,56.88364,0.0,0.0,12.798
08095,57385,440,2467,2.7,20.3252,0.0,76.80103,78.79276,0.0,0.0,58.149
08097,93634,1136,11253,10.5,15.29344,55.8,24.28035,23.24998,0.0,0.0,18.212
08099,47463,1910,6213,4.4,14.99155,62.11,70.47007,72.07337,0.0,0.0,55.27788889
08101,50885,23367,77355,8.2,16.33011,85.85,46.15717,47.85105,0.0,0.0,62.247
08103,64039,597,2949,5.4,12.59139,0.0,80.96624,82.93145,0.0,0.0,44.929
08105,51416,1475,5453,7.1,17.10812,37.46,55.75802,58.04917,0.0,0.0,66.775
08107,82330,1595,16206,7.9,11.01293,54.82,37.38745,35.10903,0.0,0.0,28.35088889
08109,56012,1284,3438,7.0,17.13596,0.0,40.96786,41.69371,0.0,0.0,65.55288889
08111,54387,84,509,6.7,,,,,,,50.64388889
08113,77099,611,5410,10.9,9.875736,0.0,23.89237,22.07111,0.0,0.0,29.50088889
08115,43354,294,1166,3.4,25.16129,0.0,74.41349,77.5242,0.0,0.0,54.72888889
08117,91079,1866,22402,9.8,9.711287,80.48,31.52979,28.80026,0.0,0.0,21.00088889
08119,62845,1856,12984,7.5,17.11265,37.4,67.45054,66.36165,0.0,0.0,30.10288889
08121,59174,551,2895,3.1,21.12832,0.0,84.34269,86.26994,0.0,0.0,37.287
08123,77937,29123,166666,7.0,10.77708,79.54,56.71724,57.58289,0.0,0.0,28.80088889
