Fips,Income,Older,Urban,Trump2016,Trump2020,RepGov,Female
35035,42701,15.99197,70.41,59.86963,61.60537,0,1
35037,33085,23.42758,58.43,62.19719,68.00929,0,1
35039,41511,15.84574,50.24,24.26356,32.52345,0,1
35041,41700,12.57006,63.54,66.01196,70.12712,0,1
35043,57036,14.26153,82.94,42.49055,44.63572,0,1
35045,46578,12.20678,66.34,61.30486,62.86381,0,1
35047,35292,18.03218,53.1,21.5907,29.66785,0,1
35049,60187,18.5889,74.84,20.25912,22.29073,0,1
35051,31741,32.98153,66.05,58.45194,59.57948,0,1
35053,33989,16.19552,50.32,38.3659,45.4609,0,1
35055,38405,20.9036,41.55,17.95382,21.62272,0,1
35057,39123,17.73285,1.21,59.12,65.54044,0,1
35059,40426,21.63979,0,71.91943,77.58524,0,1
35061,46365,14.7112,83.27,48.17184,53.79682,0,1
36001,64536,14.7304,90.3,35.20025,33.14774,0,0
36003,46262,17.4719,21.26,68.4472,68.01559,0,0
36005,38566,10.68359,100,9.592679,15.91205,0,0
36007,50928,17.16028,73.94,49.03228,47.20133,0,0
36009,48017,16.29401,38.25,64.4591,63.58157,0,0
36011,52945,16.70654,44.22,53.7578,53.57349,0,0
36013,45689,17.54546,56.14,59.57352,58.77007,0,0
36015,52565,16.329,75.82,57.31285,55.62547,0,0
36017,50312,17.78959,16.59,60.86236,60.50624,0,0
36019,55517,15.50314,35.84,46.44795,46.60101,0,0
36021,64916,19.41398,26.7,46.80242,40.71843,0,0
36023,51751,15.04502,55.73,49.97286,49.76935,0,0
36025,47382,21.61036,21.64,61.94173,58.14115,0,0
36027,79604,15.01615,74.6,48.38892,44.25034,0,0
36029,56375,16.06766,90.6,45.35366,41.75861,0,0
36031,54376,20.94407,25.14,48.2459,46.60678,0,0
36033,48722,15.85406,37.32,50.40929,50.17646,0,0
36035,51388,16.96805,49.63,65.22005,64.76584,0,0
36037,58925,16.26439,40.11,65.34766,64.60622,0,0
36039,54514,20.04222,26.86,61.19031,56.64444,0,0
36041,59020,26.02151,0,66.77827,64.30636,0,0
36043,53168,17.85857,48.19,64.56453,64.36099,0,0
36045,52798,11.89335,51.95,58.21732,58.44964,0,0
36047,60862,11.64334,100,17.90887,22.20344,0,0
36049,52660,15.54559,13.15,67.06749,68.71137,0,0
36051,61027,16.11637,45.35,61.25371,57.90261,0,0
36053,59114,16.03008,41.05,54.3991,54.08073,0,0
36055,60240,14.88343,93.55,40.25156,38.23294,0,0
36057,43799,16.42755,59.06,60.66636,60.30567,0,0
36059,115301,15.81279,99.81,45.94004,44.58728,0,0
36061,84610,14.17168,100,9.965876,12.25853,0,0
36063,55013,16.44883,77.56,57.23605,53.8701,0,0
36065,54096,16.76259,67.02,57.81153,56.7566,0,0
36067,59786,14.81193,87.41,40.77734,38.60481,0,0
36069,62930,17.11113,52.53,51.07209,48.66273,0,0
36071,75048,11.91939,77.66,51.24509,49.38785,0,0
36073,52658,16.04004,39.12,69.26205,66.7952,0,0
36075,53745,13.89855,38.25,58.63288,58.97855,0,0
36077,54321,19.05828,29.43,53.35302,51.34962,0,0
36079,100887,13.90192,79.45,57.12443,53.25247,0,0
36081,68432,13.04698,100,22.09655,26.99274,0,0
36083,71084,14.46569,69.49,48.38993,45.96456,0,0
36085,79719,13.65586,100,57.18113,57.05219,0,0
36087,88960,14.08237,99.28,46.10829,48.67094,0,0
36089,49356,15.5705,38.01,52.48336,54.79769,0,0
36091,83210,15.04636,70.04,49.08107,46.21386,0,0
36093,63297,14.99384,91.84,44.2454,41.08331,0,0
36095,57757,18.43099,17.15,64.49144,63.03628,0,0
36097,50190,18.44149,18.85,61.4864,57.55683,0,0
36099,54184,17.23762,41.34,52.79328,53.28855,0,0
36101,54862,16.4749,39.63,65.38712,63.82693,0,0
36103,100075,14.45216,97.4,52.48402,49.41448,0,0
36105,51985,16.15518,25.83,55.17371,53.87191,0,0
36107,60309,17.07268,34.34,60.94571,59.06005,0,0
36109,57383,13.17714,56.66,25.557,24.26151,0,0
36111,63073,17.00375,53.96,42.73343,38.58551,0,0
36113,56694,18.78788,66.07,51.8137,48.98564,0,0
36115,55913,16.77311,32.1,57.00638,56.65293,0,0
36117,61118,15.61896,39.3,59.93497,58.60357,0,0
36119,94521,15.02927,96.73,32.13767,31.31489,0,0
36121,57709,15.95165,35.92,72.99754,71.64287,0,0
36123,51089,17.82427,28.78,57.71587,58.01327,0,0
37001,50480,15.48488,71.44,55.20184,53.49688,0,0
37003,49138,17.92164,27.22,76.76421,78.51354,0,0
37005,39735,22.39292,0,72.66973,74.50626,0,0
37007,38023,16.15559,21.49,43.10179,47.53439,0,0
37009,41864,21.95807,15.14,71.07143,72.41052,0,0
37011,41701,22.538,11.22,77.24566,75.82999,0,0
37013,46411,20.56075,34.4,61.35006,62.46247,0,0
37015,35433,19.53125,16.76,37.05757,38.88946,0,0
37017,36976,17.50476,8.77,54.06212,56.50219,0,0
37019,60163,25.45194,57.04,63.10312,61.93513,0,0
37021,53960,17.15803,75.92,41.1421,38.6287,0,0
37023,44946,17.55531,57.35,68.39099,69.54621,0,0
37025,69297,11.94158,80.75,58.48663,53.94406,0,0
37027,43328,16.94328,65.57,74.1293,74.99358,0,0
37029,65955,14.91358,0.45,71.41122,72.43407,0,0
37031,55052,20.96089,67.4,71.04202,70.33142,0,0
37033,45517,18.96786,0.81,54.75986,58.82499,0,0
37035,53738,15.42733,69.7,67.63104,67.83099,0,0
37037,73703,22.17048,34.08,43.53122,43.59349,0,0
37039,41262,25.85008,0,77.27995,76.89216,0,0
37041,42618,20.54129,32.38,56.03545,57.43834,0,0
37043,42878,26.59424,0,74.6814,74.16219,0,0
37045,42728,16.76882,44.21,64.33151,65.87277,0,0
37047,36862,17.39689,19.41,60.39963,63.64668,0,0
37049,50748,16.80422,72.29,59.60503,58.47923,0,0
37051,46779,10.51987,86.63,40.66896,40.79647,0,0
37053,64426,13.88375,1.69,73.00974,72.19298,0,0
37055,64768,17.51983,71.04,59.35609,57.51898,0,0
37057,47758,15.85106,52.62,73.4173,73.04833,0,0
37059,60801,17.84844,29.71,72.6089,72.01612,0,0
37061,42725,15.05148,13.54,58.98257,60.72199,0,0
37063,59329,10.7196,94.37,18.51896,18.0414,0,0
37065,38818,16.0244,54.69,33.33874,36.13455,0,0
37067,50112,13.9857,92.65,43.356,42.26363,0,0
37069,57710,14.36938,14.68,54.57829,55.95834,0,0
37071,52798,14.24013,80.35,64.78941,63.23313,0,0
37073,51746,16.71667,0,53.50976,56.38921,0,0
37075,39502,20.39627,0,79.62872,79.5284,0,0
37077,58956,14.70724,45.25,50.14859,52.68372,0,0
37079,43591,14.42683,0,54.38662,55.68377,0,0
37081,52166,13.32111,87.31,38.66165,37.71503,0,0
37083,36760,17.59838,45.29,35.9873,39.13195,0,0
37085,51225,10.73141,44.08,60.67846,60.34515,0,0
37087,47183,22.58257,44.56,62.4884,62.487,0,0
37089,54012,23.51692,66.73,62.55061,58.55114,0,0
37091,38216,18.17122,31.36,30.50495,32.71582,0,0
37093,47892,7.824255,56.85,43.01003,43.68501,0,0
37095,40653,17.6,0,56.09327,56.90209,0,0
37097,60044,13.88092,62.09,67.09528,65.45799,0,0
37099,44502,18.07034,26.91,53.91024,52.99608,0,0
37101,60296,11.5157,47.96,63.96225,61.38187,0,0
37103,43302,20.60727,0,58.36475,59.36652,0,0
37105,48984,14.19515,57.24,55.21559,56.77399,0,0
37107,40433,17.4068,54.99,52.36863,51.35696,0,0
37109,62963,14.88903,45.45,72.63302,72.36793,0,0
37111,43972,17.72644,29.7,74.22917,73.39478,0,0
37113,46426,25.88779,19.99,69.42201,68.50986,0,0
37115,44693,19.96484,9.38,61.41711,61.02019,0,0
37117,43569,19.63945,21.88,49.56126,52.08932,0,0
37119,64509,9.561761,98.93,33.41092,31.60392,0,0
37121,43967,22.20367,17.36,78.32159,78.42052,0,0
37123,47757,17.93478,23.16,61.75212,65.46035,0,0
37125,59471,22.98812,49.34,63.40426,63.01788,0,0
37127,50122,15.45322,52.44,49.34013,49.40981,0,0
37129,53419,15.24557,97.79,50.27267,48.0399,0,0
37131,37233,21.86265,10.63,36.43069,39.45989,0,0
37133,50531,8.67223,73.65,65.64194,63.78902,0,0
37135,71920,11.43704,71.47,23.01516,23.73731,0,0
37137,46447,25.48622,0,62.38925,63.54344,0,0
37139,46355,15.13106,58.68,47.64206,49.10288,0,0
37141,54900,16.62796,31.24,63.96646,64.25707,0,0
37143,48337,23.4987,0,62.82032,65.51309,0,0
37145,50149,16.29888,24.48,57.5869,60.21741,0,0
37147,43303,11.00838,74.56,44.96448,44.51372,0,0
37149,50467,26.22623,7.73,62.83689,62.2188,0,0
37151,48372,15.27768,43.76,77.27109,77.60107,0,0
37153,38514,15.44834,54.47,54.21251,56.97635,0,0
37155,35407,12.43391,37.39,51.43711,58.926,0,0
37157,41869,17.31552,38.06,63.96046,65.47093,0,0
37159,46864,15.66265,61.18,67.19934,67.15481,0,0
37161,42831,18.55011,38.96,72.88671,72.29661,0,0
37163,42807,15.26972,15.04,57.5747,60.83933,0,0
37165,36730,15.60042,51.61,45.20119,50.57868,0,0
37167,51491,16.89322,32.29,73.98051,75.01105,0,0
37169,50826,17.74456,24.3,76.53053,78.37049,0,0
37171,46342,17.81657,31.19,74.20333,75.1624,0,0
37173,43121,17.43977,0,59.46172,58.87096,0,0
37175,51398,27.77427,40.36,59.86812,57.02803,0,0
37177,36765,22.47191,0,56.94118,57.45734,0,0
37179,80428,10.7464,72.71,63.96482,61.35516,0,0
37181,40263,15.34958,45.92,36.95982,39.95905,0,0
37183,80169,9.557346,93.9,37.89231,35.80029,0,0
37185,38430,20.91705,0,32.61879,36.45196,0,0
37187,36042,19.68,32.24,41.86427,44.8187,0,0
37189,48489,14.83692,44.56,46.99851,44.85102,0,0
37191,41572,13.83995,53.6,54.9133,55.29467,0,0
37193,44080,19.00735,27.21,76.55622,77.79845,0,0
37195,44015,15.32933,61.34,46.31181,48.06923,0,0
37197,49070,17.30642,15.32,79.62536,79.97289,0,0
37199,44756,22.44839,0,64.9164,66.2086,0,0
38001,53162,22.31948,0,74.95854,77.30496,1,0
38003,54984,19.21793,60.45,60.07996,64.11501,1,0
38005,42407,12.17712,0,47.7835,55.78786,1,0
38007,76235,17.48634,0,83.10811,85.19685,1,0
38009,59161,20.36306,0,72.21414,74.18612,1,0
38011,62270,18.75994,0,81.68456,84.18829,1,0
38013,63261,17.23356,0,85.25703,86.06061,1,0
38015,72277,13.97439,81.45,69.33268,68.45704,1,0
38017,63885,10.30191,89.57,50.42446,49.52645,1,0
38019,60314,24.50593,0,68.86745,74.20792,1,0
38021,53286,20.22472,0,69.81451,71.86469,1,0
38023,58715,23.66072,0,72.45155,75.20798,1,0
38025,66383,15.94561,0,79.71806,83.44739,1,0
38027,51327,19.34066,0,64.80722,67.72403,1,0
38029,47976,25.95308,0,85.34967,86.5107,1,0
38031,58096,20.97264,0,72.80753,76.60292,1,0
38033,58075,18.80342,0,84.18259,84.89278,1,0
38035,54311,11.31634,83.23,54.94598,54.84986,1,0
38037,41295,26.82403,0,80.67597,82.91093,1,0
38039,54250,26.78572,0,67.92301,72.56,1,0
38041,51455,25.20325,0,81.83981,83.15549,1,0
38043,45401,20.98765,0,81.4433,83.21918,1,0
38045,54514,23.48578,0,69.73995,74.13249,1,0
38047,50141,26.54156,0,84.17476,86.43123,1,0
38049,54795,18.98955,0,74.09751,78.72128,1,0
38051,47288,30.50847,0,76.9501,79.24399,1,0
38053,76224,9.394904,0,79.6909,82.70898,1,0
38055,64524,20.58505,0,73.51133,75.83092,1,0
38057,82303,15.84217,35.01,81.3979,82.48129,1,0
38059,68043,14.0388,68.14,72.80504,73.66869,1,0
38061,67162,10.32009,0,63.63183,67.80312,1,0
38063,50093,27.10438,0,60.50767,64.20934,1,0
38065,68243,20.87912,0,82.53493,86.11632,1,0
38067,58766,20.08547,0,71.25768,73.8517,1,0
38069,47360,22.94887,64.82,70.9406,74.48309,1,0
38071,54814,17.59385,65.01,61.63281,66.586,1,0
38073,61634,18.58491,0,52.17955,57.78321,1,0
38075,60205,14.94024,0,77.92828,80.74299,1,0
38077,61174,15.91512,48,63.79356,64.92575,1,0
38079,42021,9.654932,0,33.04205,33.04417,1,0
38081,64756,18.90482,0,55.00505,61.15942,1,0
38083,39439,27.71535,0,83.20413,84.72906,1,0
38085,37002,7.300116,0,21.75021,21.75379,1,0
38087,49843,21.48148,0,84.54332,88.99298,1,0
38089,71888,12.38507,72.67,80.21461,80.46511,1,0
38091,66929,22.47475,0,54.57317,59.92647,1,0
38093,57002,17.01362,72.44,67.47836,70.22794,1,0
38095,51848,22.83814,0,64.4679,70.69846,1,0
38097,59931,17.42523,0,58.56625,60.97679,1,0
38099,59705,19.79265,37.94,65.83755,69.49613,1,0
38101,63938,11.6079,78.1,69.2491,70.71444,1,0
38103,58261,27.35043,0,76.23299,79.73884,1,0
38105,79354,9.602763,67.54,80.07822,81.89619,1,0
39001,42154,15.56833,10.97,76.33553,81.26801,1,0
39003,50301,15.35841,74.11,66.8922,68.98304,1,0
39005,54362,16.73357,38.06,71.3176,73.49744,1,0
39007,46950,16.36458,53.63,57.16044,60.91014,1,0
39009,40416,12.44929,56.83,38.71014,41.68233,1,0
39011,63754,15.82139,60.86,79.30884,80.68433,1,0
39013,48989,18.33931,45.34,67.88158,71.20406,1,0
39015,55334,15.4128,23.44,74.49187,78.11907,1,0
39017,61053,12.63841,90.66,62.01149,61.25835,1,0
39019,50002,17.92943,29.05,70.79723,75.60513,1,0
39021,57701,15.75396,29.18,69.97784,73.04727,1,0
39023,50089,16.87671,76.39,57.54948,60.78614,1,0
39025,65280,13.09671,77.28,68.38422,67.49638,1,0
39027,53947,14.65454,45.36,74.39779,75.45184,1,0
39029,44938,17.51211,56.14,68.68165,71.65263,1,0
39031,46420,16.78389,38.53,69.38707,73.63045,1,0
39033,44715,18.57736,64.74,70.92825,74.62051,1,0
39035,50006,15.78996,99.42,30.84443,32.39711,1,0
39037,53853,17.30211,33.7,78.792,81.09383,1,0
39039,56740,15.88785,56.15,64.50126,67.27207,1,0
39041,103536,10.92805,80.69,55.60384,52.63425,1,0
39043,53135,18.4068,73.52,52.54832,54.93988,1,0
39045,67654,13.70425,65.29,61.18766,60.97274,1,0
39047,47733,15.51785,52.25,71.76666,75.11101,1,0
39049,60383,10.47833,98.65,34.67175,33.499,1,0
39051,62800,14.96728,43.84,64.84801,69.08652,1,0
39053,43785,16.35262,18.65,76.00095,77.14327,1,0
39055,84093,17.00651,36.03,60.6882,60.94678,1,0
39057,68380,15.38238,85.09,59.65617,58.7435,1,0
39059,44623,16.72425,38.58,69.10126,73.54361,1,0
39061,57300,13.50689,97.77,43.03088,41.27965,1,0
39063,61579,15.05676,68.89,67.51761,67.86,1,0
39065,49580,15.16749,44.62,71.09206,75.1038,1,0
39067,50301,18.76423,15.89,72.18229,75.66296,1,0
39069,57705,16.21671,30.92,66.82759,70.9767,1,0
39071,49161,15.96294,27,76.28461,79.68083,1,0
39073,50568,15.90144,29.16,66.18716,70.43548,1,0
39075,60828,11.31078,7.01,79.25713,83.38611,1,0
39077,55202,14.5525,49.7,65.46935,69.7168,1,0
39079,44726,14.75158,35.42,72.64899,76.44315,1,0
39081,42821,19.06576,61.02,65.93504,68.42516,1,0
39083,56885,16.04659,44.3,66.85033,71.15103,1,0
39085,65883,17.01173,93.47,55.52531,56.14785,1,0
39087,43031,16.53582,54.08,70.29173,72.19398,1,0
39089,66145,14.46312,64.47,62.1494,63.17164,1,0
39091,61699,15.73345,43.09,74.19432,76.87436,1,0
39093,59265,15.62138,88.26,47.81858,50.50909,1,0
39095,47865,13.8926,95.34,38.65842,40.75455,1,0
39097,61645,14.85149,51.51,67.55999,69.68018,1,0
39099,48010,18.33256,84.84,46.8044,50.35304,1,0
39101,45419,16.35616,69.75,64.57813,68.38378,1,0
39103,76475,14.56238,70.21,60.21822,61.04229,1,0
39105,44286,16.39415,18.7,72.99681,75.93827,1,0
39107,62782,15.90543,38.64,80.69435,81.86524,1,0
39109,59922,16.3538,69.2,70.552,71.36376,1,0
39111,46314,20.82754,2.35,71.50763,76.42697,1,0
39113,51071,16.02797,95.67,48.39157,48.05646,1,0
39115,40557,17.75289,18.51,68.60095,73.62348,1,0
39117,60452,14.65878,11.16,72.42061,76.26917,1,0
39119,49586,16.10543,52.97,65.12964,68.86692,1,0
39121,48792,26.20142,37.47,75.59148,80.95538,1,0
39123,58345,20.85291,50.55,56.98188,60.93223,1,0
39125,53876,16.14256,18.1,71.91812,74.84947,1,0
39127,51534,13.9675,24.76,68.12317,74.10495,1,0
39129,58742,14.46927,50.13,69.21139,72.84143,1,0
39131,45163,14.98745,25.76,66.61166,73.77538,1,0
39133,63689,14.32252,67.19,52.69576,55.49522,1,0
39135,53904,16.31936,30.78,75.09646,78.05035,1,0
39137,64304,14.70545,15.34,79.96954,82.38542,1,0
39139,49668,17.94694,67.95,66.62759,69.14881,1,0
39141,49385,15.23843,41.33,61.58868,66.90291,1,0
39143,53978,15.6921,55.86,58.36456,62.83168,1,0
39145,41267,16.03577,45.72,66.65541,70.54951,1,0
39147,52165,15.73417,52.49,62.00332,66.19915,1,0
39149,63398,13.73739,48.89,78.52877,80.85359,1,0
39151,52310,16.78624,86.47,56.38563,58.50937,1,0
39153,58890,15.40217,96.12,43.82344,44.50803,1,0
39155,47424,18.47595,72.73,51.18578,54.64698,1,0
39157,51030,16.81503,58.42,65.11924,69.19914,1,0
39159,84861,11.10337,50.05,66.33627,64.78995,1,0
39161,54331,17.04123,49.27,76.03062,77.84831,1,0
39163,43457,14.69357,0,70.44317,76.81592,1,0
39165,87391,12.41934,82.73,66.47207,64.64952,1,0
39167,50904,18.5421,43.44,68.64307,69.64191,1,0
39169,59142,15.54121,49,65.13285,67.71733,1,0
39171,54581,16.85114,36.37,69.11088,72.12482,1,0
39173,64282,13.63581,70.45,50.94803,52.89732,1,0
39175,55995,16.57272,42.58,70.6618,74.29324,1,0
40001,35156,13.80167,16.7,73.48485,78.57343,1,0
40003,52952,19.93637,0,85.59397,87.44474,1,0
40005,39702,18.65223,0,81.32747,84.56114,1,0
40007,52550,16.59028,0,88.82432,90.35812,1,0
40009,47825,12.77186,67.34,83.50378,85.14091,1,0
40011,49513,20.59553,42.57,76.03481,80.38964,1,0
40013,43445,16.57143,38.67,75.8548,77.2659,1,0
40015,48533,15.33286,20.03,69.33376,71.13297,1,0
40017,70942,11.54667,77.49,72.34208,70.30998,1,0
40019,48660,15.09652,43.92,74.19737,75.46075,1,0
40021,42913,14.48532,39.95,60.60532,63.35667,1,0
40023,35308,18.58051,33.07,77.54198,80.55556,1,0
40025,46777,23.06034,0,89.32219,92.03036,1,0
40027,62343,11.56576,83.12,57.14011,55.66715,1,0
40029,39396,18.79896,0,79.06393,82.8447,1,0
40031,51382,11.00835,78.21,58.92506,58.67082,1,0
40033,43386,17.70574,40.47,78.93928,82.30949,1,0
40035,43074,18.58763,39.94,74.05677,77.68568,1,0
40037,54478,15.92211,46.06,74.82456,76.36125,1,0
40039,49577,12.5641,69.67,74.23797,75.39052,1,0
40041,40287,21.91697,18.88,75.22959,78.61409,1,0
40043,50728,18.468,0,87.44434,90.03815,1,0
40045,51867,20.4182,0,88.17087,90.1228,1,0
40047,52387,14.48076,78.59,73.75069,75.6576,1,0
40049,47858,16.71895,31.3,78.27367,81.28548,1,0
40051,56489,14.33431,36.11,77.6969,80.24761,1,0
40053,49073,20.35995,0,83.04546,86.07367,1,0
40055,37445,20.61753,47.35,78.16456,81.3482,1,0
40057,38537,17.93478,0,73.23077,80.06431,1,0
40059,55112,16.71159,0,88.01347,89.24008,1,0
40061,37776,18.92633,22.26,78.09464,83.06741,1,0
40063,37566,20.42429,41.19,74.85083,79.78176,1,0
40065,47747,13.41488,75.25,76.46682,77.7521,1,0
40067,37338,18.70445,0,81.23667,84.94759,1,0
40069,39756,17.61152,0,77.00575,80.94566,1,0
40071,45700,17.38205,75.53,72.45013,74.40431,1,0
40073,59266,14.60192,27.56,84.12543,85.3983,1,0
40075,37831,18.82547,38.34,74.31929,77.99825,1,0
40077,38284,18.25205,26.71,76.39507,80.88962,1,0
40079,38709,16.16433,27.1,77.59753,80.8987,1,0
40081,48039,16.29032,7.89,77.40875,80.68915,1,0
40083,69114,14.70691,44.63,71.84399,72.34634,1,0
40085,48725,17.06806,0,77.10589,81.0844,1,0
40087,65831,13.88774,22.83,78.09846,79.51237,1,0
40089,37390,16.19761,30.75,80.69848,82.71562,1,0
40091,37468,23.61355,12.7,69.1254,74.04919,1,0
40093,56102,18.57708,0,86.49603,88.95298,1,0
40095,42258,20.22222,27.9,76.58101,80.65633,1,0
40097,50951,16.4168,22.6,73.5107,76.6811,1,0
40099,50031,17.32784,54.3,75.52941,78.24907,1,0
40101,43911,15.44819,58.88,62.12127,65.89052,1,0
40103,54210,17.2,43.7,76.11909,77.37951,1,0
40105,45734,17.72947,42.07,78.38093,82.21362,1,0
40107,37545,16.66667,25.86,70.96364,75.73056,1,0
40109,52346,12.15902,93.72,51.69019,49.21287,1,0
40111,42354,16.17357,51.45,64.10514,67.54699,1,0
40113,48826,18.11547,40.53,66.3024,68.75548,1,0
40115,38194,17.54386,50.69,71.37376,74.70712,1,0
40117,46949,17.21915,18.87,74.31453,77.61568,1,0
40119,47748,11.69168,66.27,59.98054,60.09176,1,0
40121,42376,18.10627,48.08,73.85507,77.27628,1,0
40123,48450,15.19815,46.41,70.33887,70.52872,1,0
40125,48499,15.35398,49.33,70.13416,71.81125,1,0
40127,37026,20.80144,0,79.87955,84.74362,1,0
40129,53871,18.24234,0,87.94084,88.82224,1,0
40131,61849,14.33199,49.7,75.65509,76.38319,1,0
40133,37901,16.70356,35.33,69.87052,72.10027,1,0
40135,38998,16.3099,33.38,75.41733,78.72741,1,0
40137,46512,17.13575,56.68,79.20161,81.64979,1,0
40139,51812,10.0309,54.93,79.96881,81.59753,1,0
40141,41186,18.516,48.79,71.84035,76.66174,1,0
40143,55796,12.48689,95.22,58.39826,56.46285,1,0
40145,62889,14.25052,62.53,73.50381,74.04211,1,0
40147,53992,18.09711,76.12,71.19056,72.66074,1,0
40149,47484,15.62363,24.73,83.21089,85.53485,1,0
40151,51715,16.72817,63.3,80.35471,81.37575,1,0
40153,55134,14.36478,56.49,83.57322,84.91972,1,0
41001,45972,24.44157,58.99,72.65008,74.02336,0,1
41003,63600,14.51256,81.24,28.58898,28.17856,0,1
41005,81061,15.28561,81.92,43.40822,42.88631,0,1
41007,53806,18.67726,61.03,42.92323,42.73526,0,1
41009,63338,16.18639,56.39,51.70874,53.22615,0,1
41011,48352,23.19287,61.65,58.64285,58.87795,0,1
41013,51348,23.24688,51.98,72.07424,73.06448,0,1
41015,48788,30.49195,61.27,58.84239,56.84422,0,1
41017,67372,17.21916,72.36,48.20609,44.43362,0,1
41019,47020,22.91983,58.82,66.43037,67.28621,0,1
41021,54325,21.98391,0,67.44931,70.79796,0,1
41023,46141,25.31646,0,76.40854,77.13229,0,1
41025,43370,21.3881,55.66,75.42857,77.54965,0,1
41027,66607,13.98393,47.83,31.04112,30.21391,0,1
41029,55511,19.41966,79.95,51.14511,50.2253,0,1
41031,50376,16.98824,36.88,60.14199,60.34584,0,1
41033,46578,23.90339,55.04,62.38003,61.48409,0,1
41035,45374,18.57385,62.42,68.98085,68.91031,0,1
41037,44847,22.83572,36.67,78.6838,79.53243,0,1
41039,53161,16.75022,82.48,36.56998,36.14619,0,1
41041,49265,24.0765,62.41,41.19409,40.55198,0,1
41043,54292,16.5463,68.36,59.72334,59.86509,0,1
41045,42624,16.83058,51.58,71.76884,69.35784,0,1
41047,56408,13.89439,86.91,49.03794,47.72554,0,1
41049,55343,13.62618,54.13,67.636,70.06644,0,1
41051,70756,11.29113,98.66,17.62485,17.90001,0,1
41053,62389,16.38257,80.07,49.50851,49.14373,0,1
41055,58838,24.4382,0,73.85555,76.24172,0,1
41057,52486,22.73923,30.4,48.91034,49.46708,0,1
41059,53917,13.67255,70.93,64.23265,64.38042,0,1
41061,50616,17.85714,57.9,67.2122,68.9106,0,1
41063,48137,25.55721,0,67.63227,66.10992,0,1
41065,52269,19.06823,66.93,50.84881,49.78769,0,1
41067,82819,11.25072,94.41,32.71202,30.9288,0,1
41069,39579,34.84848,0,73.61111,73.67876,0,1
41071,61776,15.51517,77.4,50.06871,50.15189,0,1
42001,62877,17.49424,46.32,66.29259,66.1618,0,0
42003,59881,16.88291,97.51,40.03402,39.03325,0,0
42005,49436,19.65189,32.51,74.47941,75.58152,0,0
42007,54823,19.17164,74.17,58.30381,58.17875,0,0
42009,50257,19.58561,16.21,82.77314,83.50257,0,0
42011,62519,15.31,76.26,52.91416,53.38912,0,0
42013,49244,18.14087,76.57,71.54472,71.24145,0,0
42015,50978,18.38445,27.83,70.69963,71.62041,0,0
42017,88538,15.81349,91.17,47.83607,47.28696,0,0
42019,67161,16.42375,58.04,66.7065,65.62729,0,0
42021,45163,20.24563,67.99,67.32927,68.13416,0,0
42023,41770,22.6178,52.65,73.86364,72.76089,0,0
42025,53901,18.56616,52.84,65.1579,65.37215,0,0
42027,58258,13.15286,67.78,46.5541,46.93585,0,0
42029,99224,13.95147,86.72,43.34808,40.71695,0,0
42031,46284,17.37406,23.44,71.76363,74.78582,0,0
42033,46706,18.87278,46.15,73.1341,73.93913,0,0
42035,50999,17.38431,54.31,65.37502,67.52908,0,0
42037,50774,17.10715,59.15,64.09481,64.4766,0,0
42039,50805,18.14927,36.3,67.23842,67.99114,0,0
42041,71695,16.8595,77.82,57.05235,54.53017,0,0
42043,57979,14.73252,86.68,46.57345,45.0627,0,0
42047,54876,19.62873,44.32,70.04475,71.80883,0,0
42049,48453,15.29597,79.98,48.76151,48.77994,0,0
42051,50381,18.57017,52.1,64.36567,66.34642,0,0
42053,41750,39.3733,0,70.05838,71.12623,0,0
42055,60744,17.63138,59.65,71.46009,70.86268,0,0
42057,52277,18.97611,0,84.17619,85.54594,0,0
42059,50956,17.83107,33.17,69.50184,71.19248,0,0
42061,49019,19.7299,31.34,73.7023,74.85522,0,0
42063,47999,17.23191,39.93,66.05174,68.1805,0,0
42065,46751,18.60359,38.54,78.34079,78.6891,0,0
42067,54342,18.57289,17.75,79.15785,80.12123,0,0
42069,52872,18.0351,83.69,46.81916,45.34616,0,0
42071,66270,15.5253,78.74,57.34661,56.9379,0,0
42073,48418,19.22235,59.68,62.44113,64.23518,0,0
42075,61087,17.33866,73.44,65.87444,65.03242,0,0
42077,62139,15.06321,92.07,45.9286,45.61617,0,0
42079,53469,18.4311,80.02,58.39479,56.69739,0,0
42081,53820,17.1982,63.72,70.53526,69.97334,0,0
42083,46529,17.68767,36.46,71.66068,72.34666,0,0
42085,48788,19.60657,55.51,60.55974,62.36498,0,0
42087,47648,19.0683,49.53,77.03273,77.52767,0,0
42089,63318,14.24943,61.65,48.08019,46.19643,0,0
42091,90155,15.57738,97.07,37.6157,36.35351,0,0
42093,61314,18.25084,46.23,61.79262,59.52939,0,0
42095,68217,16.75266,87.23,49.99755,48.92327,0,0
42097,47243,19.20058,65.14,69.82357,68.47196,0,0
42099,62366,14.93398,11.5,73.80986,74.20493,0,0
42101,46149,12.21492,100,15.49747,17.90452,0,0
42103,62657,19.72395,29.24,61.51692,59.01886,0,0
42105,44883,20.64837,0,80.32661,79.8654,0,0
42107,48809,18.69122,63.54,70.01913,69.21944,0,0
42109,56991,16.8826,33.18,71.69534,73.05643,0,0
42111,50504,19.95394,29.2,76.53793,77.61142,0,0
42113,48998,26.43581,0,73.16919,72.85118,0,0
42115,52573,18.98478,15.97,69.24479,69.91081,0,0
42117,48799,19.1155,9.89,74.58175,74.69514,0,0
