INSTNM,STABBR,PREDDEG,HIGHDEG,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,SAT_AVG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,COSTT4_A,AVGFACSAL,PFTFAC
Antioch University-Midwest,OH,3,4,20,5,6,NULL,NULL,0.7949,0.1795,0,0,0,0,NULL,5299,NULL
Mid-America Christian University,OK,3,4,19,7,9,57,NULL,0.2889,0.0947,0.4663,0.0042,0.0196,0,26902,5038,1
Houston Graduate School of Theology,TX,4,4,24,0,18,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4793,NULL
Unification Theological Seminary,NY,4,4,24,0,18,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5333,NULL
Yeshiva Gedolah of Greater Detroit,MI,3,4,24,10,8,NULL,NULL,1,0,0,0,0,0,14700,3919,NULL
Austin Graduate School of Theology,TX,3,4,24,5,6,74,NULL,0.5385,0.3077,0.1154,0,0,0,NULL,6874,NULL
Platt College-Aurora,CO,3,3,26,11,6,NULL,NULL,0.6736,0.046,0.159,0.0544,0.0084,0.0042,40172,7330,0.2857
Brandman University,CA,3,4,17,5,12,NULL,NULL,0.2947,0.055,0.531,0.0235,0.0064,0.0083,29792,8843,0.1143
New College of Florida,FL,3,4,21,14,8,NULL,1323,0.6931,0.0309,0.1733,0.0334,0,0,20624,8437,0.832
Montana Bible College,MT,3,0,-2,-2,-2,42,NULL,0,0,0,0,0,0,NULL,NULL,NULL
Yeshivah Gedolah Rabbinical College,FL,3,3,24,11,8,80,NULL,0.9118,0,0,0,0,0,17300,6122,NULL
University of Advancing Technology,AZ,3,4,28,7,7,NULL,NULL,0.5548,0.0959,0.1329,0.0219,0.0219,0.0055,31834,5478,0.4333
South Florida Bible College and Theological Seminary,FL,3,4,24,7,6,42,NULL,0.0924,0.1087,0.0951,0,0,0,NULL,3378,0.2857
New York Academy of Art,NY,4,4,30,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5152,0.1129
Southwest Acupuncture College-Santa Fe,NM,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-San Marcos,CA,3,4,18,7,15,NULL,1047,0.2573,0.0295,0.4528,0.0957,0.0032,0.0022,21995,9790,0.4642
Baptist Theological Seminary at Richmond,VA,4,4,24,0,18,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5773,NULL
Hodges University,FL,3,4,20,5,6,NULL,NULL,0.3986,0.1243,0.4091,0.0317,0.0023,0,26259,5871,0.2848
University of St. Augustine for Health Sciences,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7897,0.223
Nossi College of Art,TN,3,3,30,15,6,NULL,NULL,0.7063,0.2013,0.0528,0.0165,0.0066,0.0066,24714,5000,0.0732
Massachusetts School of Law,MA,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12938,0.3261
Oregon College of Oriental Medicine,OR,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6379,0.1212
Adler Graduate School,MN,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6405,0.2778
Yeshiva Gedolah Imrei Yosef D'spinka,NY,3,3,24,11,6,80,NULL,1,0,0,0,0,0,15367,3004,NULL
Northwest College of Art & Design,WA,3,3,30,11,6,NULL,NULL,0.6941,0.0588,0.0235,0.1176,0.0588,0.0235,29412,NULL,NULL
Colorado School of Traditional Chinese Medicine,CO,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phoenix Seminary,AZ,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6221,0.6364
Midwest College of Oriental Medicine-Racine,WI,4,4,26,5,6,NULL,NULL,1,0,0,0,0,0,NULL,5079,NULL
Beacon College,FL,3,3,22,15,8,NULL,NULL,0.6575,0.1625,0.0825,0.0375,0.0125,0,55241,5107,0.8889
Acupuncture and Integrative Medicine College-Berkeley,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of the Potomac-Washington DC Campus,DC,3,4,29,11,6,NULL,NULL,0.1471,0.2206,0.0294,0,0,0,29855,2292,1
Rabbi Jacob Joseph School,NJ,3,3,24,11,8,NULL,NULL,0.9649,0,0,0,0,0,19200,2917,NULL
Everglades University,FL,3,4,19,12,9,NULL,NULL,0.4872,0.1749,0.202,0.0135,0.012,0.0036,32070,3543,0.2546
College of Biblical Studies-Houston,TX,3,3,24,5,6,88,NULL,0.1596,0.4814,0.2846,0.0133,0,0,NULL,5047,0.5
Watkins College of Art Design & Film,TN,3,4,30,13,8,NULL,1084,0.6556,0.1556,0.0722,0.0278,0.0111,0,38711,5812,0.2766
Mt Sierra College,CA,3,3,22,11,6,NULL,NULL,0.0923,0.0308,0.3615,0.1462,0.0077,0.0154,28847,3843,0.2143
Soka University of America,CA,3,4,21,14,8,NULL,1296,0.1893,0.035,0.1192,0.1332,0,0.0047,47368,11822,0.679
World Mission University,CA,3,4,24,5,6,99,NULL,0,0,0.2336,0.6131,0,0,21525,3580,0.6923
Yo San University of Traditional Chinese Medicine,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4344,NULL
Inter American University of Puerto Rico-School of Optometry,PR,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6897,1
Schiller International University,FL,3,4,29,10,6,NULL,NULL,0.4857,0.0857,0.2286,0.0571,0,0,22027,NULL,NULL
Yeshivas Novominsk,NY,3,0,24,10,8,NULL,NULL,0.9811,0,0,0,0,0,17369,4764,1
Rabbinical College of Ohr Shimon Yisroel,NY,3,3,24,10,6,80,NULL,1,0,0,0,0,0,30278,1975,NULL
Lake Erie College of Osteopathic Medicine,PA,4,4,25,0,18,NULL,NULL,0.8333,0,0,0,0,0,NULL,9399,0.5338
Erikson Institute,IL,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9179,1
California State University-Monterey Bay,CA,3,4,19,13,14,NULL,1057,0.2481,0.0391,0.4822,0.0543,0.0023,0.0048,22141,9509,0.4977
Capella University,MN,3,4,17,5,15,NULL,NULL,0.4434,0.1839,0.081,0.0182,0.0057,0.004,20152,6992,0.1355
Phillips Theological Seminary,OK,4,4,24,0,18,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6989,1
The University of Texas MD Anderson Cancer Center,TX,3,4,26,7,6,NULL,NULL,0.2416,0.073,0.3427,0.236,0,0.0028,NULL,11466,1
Messenger College,TX,3,3,24,13,8,79,NULL,0.6444,0.0444,0.2,0,0,0,22262,2655,NULL
Southwest College of Naturopathic Medicine & Health Sciences,AZ,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6232,1
Yeshiva D'monsey Rabbinical College,NY,3,3,24,15,8,NULL,NULL,1,0,0,0,0,0,14874,2917,NULL
Bakke Graduate University,TX,4,4,24,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American College of Acupuncture and Oriental Med,TX,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4955,0.5333
AOMA Graduate School of Integrative Medicine,TX,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5464,0.3333
San Juan Bautista School of Medicine,PR,3,4,25,11,6,NULL,NULL,0,0,1,0,0,0,11152,NULL,NULL
Texas Health and Science University,TX,3,4,26,11,6,NULL,NULL,0,0,0,0,0,0,NULL,4620,0.55
New Hampshire Institute of Art,NH,3,4,30,11,8,NULL,NULL,0.4657,0.0253,0.0505,0.0144,0,0.0072,43276,5729,1
Appalachian School of Law,VA,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9140,1
American University of Health Sciences,CA,3,4,26,11,6,NULL,NULL,0.0512,0.1195,0.1877,0.5324,0.0171,0.0273,27958,9939,0.4844
Western Governors University,UT,3,4,18,11,15,NULL,NULL,0.7015,0.0938,0.103,0.0324,0.0068,0.0054,NULL,5137,0.7651
Florida Gulf Coast University,FL,3,4,18,9,16,NULL,1143,0.6286,0.0706,0.2134,0.0177,0.0028,0.0012,19237,8142,0.6258
Florida College of Integrative Medicine,FL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5393,NULL
Florida Coastal School of Law,FL,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8703,0.4915
Yeshiva College of the Nations Capital,MD,3,3,24,11,8,80,NULL,1,0,0,0,0,0,24180,6866,NULL
Louisiana State University Health Sciences Center-Shreveport,LA,3,4,25,11,6,NULL,NULL,0.5,0.1786,0.1786,0.1071,0,0,NULL,6383,0.9286
Montessori Institute of Milwaukee,WI,4,4,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International Baptist College and Seminary,AZ,3,4,24,7,7,54,NULL,0.6957,0.0217,0.1087,0,0.0435,0.0435,23280,2562,0.4194
University of Management and Technology,VA,3,4,17,5,6,NULL,NULL,0.1792,0.1195,0.0566,0.022,0.0031,0.0031,NULL,3523,1
Linfield College-Online and Continuing Education,OR,3,4,22,5,6,52,NULL,0.7008,0.0123,0.1066,0.0533,0.0123,0.0082,NULL,9305,1
Atlantic Institute of Oriental Medicine,FL,3,4,26,0,6,NULL,NULL,0.3714,0.0571,0.3714,0.1429,0,0,NULL,4512,0.75
College of Biblical Studies,TX,3,3,24,7,6,54,NULL,0.2602,0.439,0.0407,0.1789,0,0,19100,NULL,NULL
The King's University,TX,3,4,24,5,6,42,1071,0.5967,0.0912,0.1713,0.0387,0.0138,0.0028,26808,7767,0.1571
New York College of Traditional Chinese Medicine,NY,4,4,26,7,6,NULL,NULL,0.1385,0.0462,0.0154,0.7385,0,0,NULL,5786,NULL
Northeastern Seminary,NY,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6829,1
Pacific Islands University,GU,3,3,22,7,7,42,NULL,0.0508,0,0,0.0339,0,0.8644,11151,2875,NULL
Seattle Institute of East Asian Medicine,WA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5063,NULL
Upper Valley Educators Institute,NH,4,4,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Keck Graduate Institute,CA,4,4,20,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11462,0.6316
New Saint Andrews College,ID,3,4,21,10,6,79,1247,0.1149,0.0068,0,0.0135,0.0068,0,NULL,NULL,NULL
Pillar College,NJ,3,3,24,11,6,89,NULL,0.1393,0.3258,0.418,0.0202,0,0,34532,5773,0.1538
Richmont Graduate University,TN,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5470,0.5
The Seattle School of Theology & Psychology,WA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6651,0.9286
Irell & Manella Graduate School of Biological Sciences at City of Hope,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apex School of Theology,NC,3,4,24,10,6,42,NULL,0.0308,0.9563,0.0129,0,0,0,12120,2840,0.5909
Yeshiva Shaarei Torah of Rockland,NY,3,3,24,11,8,80,NULL,0.9359,0,0,0,0,0,NULL,6934,0.8182
Universidad Pentecostal Mizpa,PR,3,4,24,5,6,99,NULL,0,0,1,0,0,0,12206,NULL,0
Nevada State College,NV,3,3,22,5,9,NULL,NULL,0.2967,0.0891,0.3633,0.1104,0.0048,0.0152,19549,7669,1
California State University-Channel Islands,CA,3,4,19,13,12,NULL,NULL,0.2773,0.0228,0.5143,0.06,0.0028,0.0014,25531,9690,0.5402
Franklin W Olin College of Engineering,MA,3,3,27,14,8,NULL,1522,0.4912,0.0235,0.1059,0.1382,0,0,70289,12323,0.8167
Won Institute of Graduate Studies,PA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3452,0.1458
Ave Maria School of Law,FL,4,4,31,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8622,0.6
Edward Via College of Osteopathic Medicine,VA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Birthingway College of Midwifery,OR,3,3,26,0,6,NULL,NULL,0.7742,0,0.0323,0,0.0323,0,NULL,NULL,NULL
NorthShore University HealthSystem School of Nurse Anesthesia,IL,4,4,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Faith International University,WA,3,4,24,7,6,79,NULL,0.2727,0.2364,0.1091,0.2545,0,0,20816,3047,0.3488
Family of Faith Christian University,OK,3,3,-2,-2,-2,88,NULL,0.7,0.05,0.1,0,0,0,12130,1589,NULL
Hood Theological Seminary,NC,4,4,24,0,18,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4110,0.6154
International Technological University,CA,4,4,18,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4013,0.4222
West Coast University-Los Angeles,CA,3,3,26,11,9,NULL,NULL,0.3194,0.0422,0.2376,0.2878,0.004,0.0291,46558,8461,0.2216
Williamson Christian College,TN,3,4,29,11,6,42,NULL,0.6774,0.0645,0.0323,0,0.0323,0,22878,500,NULL
DigiPen Institute of Technology,WA,3,4,22,15,9,NULL,1282,0.6048,0.0115,0.0745,0.0779,0.0034,0.0034,44088,9030,0.5
Bexley Hall Seabury Western Theological Seminary Federation Inc.,IL,4,4,24,0,18,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6985,NULL
Byzantine Catholic Seminary of Saints Cyril and Methodius,PA,4,4,24,0,18,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2053,NULL
Northcentral University,CA,3,4,17,5,12,NULL,NULL,0.4571,0.1286,0.1286,0.0143,0,0,NULL,6267,0.2627
Baptist University of the Americas,TX,3,3,24,7,7,54,NULL,0.0649,0.0195,0.5519,0,0,0,14461,4481,0.2647
Beis Medrash Heichal Dovid,NY,3,4,24,12,8,80,NULL,1,0,0,0,0,0,17875,9805,NULL
Institute of Clinical Acupuncture & Oriental Med,HI,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3750,NULL
Charlotte Christian College and Theological Seminary,NC,3,4,24,5,6,NULL,NULL,0.0769,0.8654,0.0192,0.0192,0,0,NULL,2419,NULL
American InterContinental University,AZ,3,4,18,5,12,NULL,NULL,0.2677,0.3248,0.0129,0.0045,0.0103,0.0043,17087,5737,NULL
Toyota Technological Institute at Chicago,IL,4,4,28,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18263,1
University of California-Merced,CA,3,4,16,12,13,NULL,1123,0.0963,0.045,0.543,0.1941,0.0013,0.0065,34517,11225,0.9102
Neumont College of Computer Science,UT,3,3,28,10,8,NULL,NULL,0.6581,0.0512,0.1419,0.0302,0.0116,0.0093,33452,9338,0.6923
Roseman University of Health Sciences,NV,3,4,26,11,9,NULL,NULL,0.3887,0.0503,0.0823,0.3095,0.003,0.0046,NULL,10094,0.5064
Divine Mercy University,VA,4,4,26,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8127,0.9091
American Academy of Acupuncture and Oriental Medicine,MN,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5633,NULL
Arizona School of Acupuncture and Oriental Medicine,AZ,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ave Maria University,FL,3,4,21,13,11,30,1169,0.6327,0.0542,0.1439,0.0262,0.0037,0,34484,7578,1
Ecclesia College,AR,3,4,24,13,8,42,NULL,0.5817,0.1058,0.125,0.0048,0.0192,0,28522,1333,0.2714
Maple Springs Baptist Bible College and Seminary,MD,3,4,24,5,6,54,NULL,0,1,0,0,0,0,NULL,467,NULL
Uta Mesivta of Kiryas Joel,NY,3,3,24,11,10,80,NULL,0.9928,0,0.0026,0,0,0,19428,2671,1
Harrisburg University of Science and Technology,PA,3,4,18,10,14,NULL,NULL,0.3469,0.3947,0.1416,0.0407,0.0088,0.0035,34757,9114,0.3237
United States University,CA,3,4,19,11,6,NULL,NULL,0.386,0.1053,0.2807,0.1053,0.0351,0,NULL,6556,1
SAE Expression College,CA,3,3,30,11,6,NULL,NULL,0.2521,0.2471,0.2123,0.058,0.0033,0.0083,32771,4282,1
Georgia Gwinnett College,GA,3,3,22,7,12,NULL,NULL,0.2877,0.3289,0.2067,0.1008,0.001,0.0022,17760,6951,0.6944
Phoenix Institute of Herbal Medicine & Acupuncture,AZ,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3333,0.0303
University of East-West Medicine,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5135,NULL
SUM Bible College and Theological Seminary,CA,3,4,24,11,6,27,NULL,0.4452,0.1924,0.2617,0.0694,0.0067,0.0067,27296,2959,0.2857
Careers Unlimited,UT,3,3,26,0,6,NULL,NULL,0.8547,0,0.0782,0.0223,0,0,NULL,8500,NULL
International Institute for Restorative Practices,PA,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6930,0.875
American Public University System,WV,3,4,18,5,15,NULL,NULL,0.5462,0.1623,0.1341,0.0219,0.0057,0.009,16157,5137,0.191
Dragon Rises College of Oriental Medicine,FL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3042,NULL
Bais Medrash Toras Chesed,NJ,3,3,24,12,8,NULL,NULL,0.9717,0,0,0,0,0,16000,4600,NULL
Visible Music College,TN,3,3,30,11,8,42,1060,0.5394,0.2242,0.1576,0,0,0,30632,4413,0.3158
University of the West,CA,3,4,21,11,8,NULL,NULL,0.0662,0.0074,0.3897,0.0221,0.0147,0,20634,7034,1
American College of Education,IN,4,4,32,11,12,NULL,NULL,0.6744,0.093,0.0465,0.0698,0,0,NULL,3024,0.3734
Appalachian College of Pharmacy,VA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8415,1
Columbia Southern University,AL,3,4,17,5,15,NULL,NULL,0.5138,0.171,0.0512,0.0154,0.0096,0.0015,13937,4624,0.3417
Trident University International,CA,3,4,17,5,12,NULL,NULL,0.2453,0.2146,0.1632,0.029,0.0033,0.0139,17912,6112,0.1017
Academy for Five Element Acupuncture,FL,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yeshivas Be'er Yitzchok,NJ,3,3,24,11,6,NULL,NULL,1,0,0,0,0,0,28490,3920,NULL
Yeshiva Toras Chaim,NJ,3,3,24,10,8,NULL,NULL,0.9375,0,0,0,0,0,18693,4317,NULL
Talmudical Seminary of Bobov,NY,3,3,24,11,6,80,NULL,1,0,0,0,0,0,13400,5000,1
Charleston School of Law,SC,4,4,31,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12053,0.3793
The King's College,NY,3,3,21,15,8,42,1237,0.6484,0.0473,0.1002,0.0378,0.0095,0.0019,56349,9477,0.6304
Chamberlain University-Illinois,IL,3,4,26,5,15,NULL,NULL,0.5766,0.1283,0.1266,0.0672,0.0027,0.0035,29343,7672,0.0766
Taft University System,CO,3,4,32,11,6,NULL,NULL,0,0.3333,0,0.3333,0,0,NULL,NULL,0.1719
Aspen University,CO,3,4,18,5,9,NULL,NULL,0.1576,0.0974,0.0561,0.0171,0.0068,0.0032,17127,4670,1
Institute of Taoist Education and Acupuncture,CO,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4417,NULL
Denver College of Nursing,CO,3,3,26,11,6,NULL,NULL,0.658,0.0485,0.1325,0.0544,0.0071,0.0071,NULL,5875,0.1307
Urshan Graduate School of Theology,MO,4,4,24,0,18,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6737,NULL
Daoist Traditions College of Chinese Medical Arts,NC,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3958,0.0667
Yeshiva of Machzikai Hadas,NY,3,3,24,11,6,NULL,NULL,0.9672,0,0,0,0,0,27040,2489,NULL
Pacific Northwest University of Health Sciences,WA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at Los Angeles,CA,3,4,26,5,6,NULL,NULL,0.483,0.2109,0.1769,0.0204,0.0068,0.0068,NULL,7678,0.7407
Providence Christian College,CA,3,3,21,11,8,88,1120,0.5029,0.0351,0.2982,0.0117,0.0058,0.0175,44214,5016,0.3478
Institute of World Politics,DC,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11721,1
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,4,4,24,0,18,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8563,NULL
Vermont College of Fine Arts,VT,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
Geisinger Commonwealth School of Medicine,PA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Horizon University,IN,3,3,24,5,6,99,NULL,0.7391,0.1739,0.087,0,0,0,NULL,NULL,NULL
Academy for Jewish Religion-California,CA,4,4,24,0,18,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pacific Rim Christian University,HI,3,4,21,9,6,79,NULL,0.1746,0.0635,0.1349,0.1587,0,0.2302,18529,NULL,NULL
American Business and Technology University,MO,3,4,23,11,6,NULL,NULL,0.4805,0.3003,0.0601,0.045,0.003,0.003,NULL,NULL,NULL
City Vision University,MO,3,4,26,5,6,NULL,NULL,0.5081,0.3952,0.0242,0.0081,0,0.0161,10333,NULL,NULL
Bethel College,VA,3,3,24,5,6,27,NULL,0.3548,0.5161,0.0645,0.0645,0,0,NULL,NULL,NULL
Compass College of Cinematic Arts,MI,3,3,30,10,6,NULL,NULL,0.7752,0.0853,0.0853,0.0388,0,0,28240,4736,0.3333
Touro University Worldwide,CA,3,4,18,5,6,NULL,NULL,0.3832,0.24,0.0863,0.0274,0.0063,0.0063,28220,5781,0.1062
Touro University California,CA,4,4,25,0,18,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8808,0.2707
Texas A&M University-San Antonio,TX,3,4,18,5,12,NULL,1001,0.1613,0.0568,0.7389,0.0129,0.0025,0.0009,20518,7734,1
California University of Management and Sciences,CA,3,4,19,10,6,NULL,NULL,0,0,0,0,0,0,NULL,4692,NULL
Fairfax University of America,VA,3,4,28,15,6,NULL,NULL,0.0204,0,0,0.0816,0,0,21068,6308,0.1333
American Sentinel University,CO,3,4,26,5,9,NULL,NULL,0.7432,0.0999,0.0083,0.0354,0.0035,0.0028,NULL,7814,0.094
Carolina College of Biblical Studies,NC,3,3,24,7,6,NULL,NULL,0.2873,0.4972,0.0663,0,0.011,0,22228,2044,NULL
Omega Graduate School,TN,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400,NULL
Jung Tao School of Classical Chinese Medicine,NC,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shepherds Theological Seminary,NC,4,4,24,0,18,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5579,NULL
Bergin University of Canine Studies,CA,3,4,32,11,6,NULL,NULL,0.75,0,0.0833,0,0,0,NULL,3351,NULL
North American University,TX,3,4,19,11,8,NULL,NULL,0.0693,0.1204,0.1861,0.0365,0,0,21113,5130,0.3864
Millennia Atlantic University,FL,3,4,29,11,6,NULL,NULL,0,0,0.1524,0,0,0,NULL,NULL,0.0357
Institute for Doctoral Studies in the Visual Arts,ME,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9259,NULL
John Paul the Great Catholic University,CA,3,4,22,13,8,30,1128,0.4772,0.0211,0.2596,0.0281,0,0.007,41496,6583,0.3846
Los Angeles Pacific University,CA,3,4,20,5,9,88,NULL,0.2493,0.1644,0.4362,0.0651,0.0064,0.0128,23625,7120,1
Catholic Distance University,WV,3,4,24,5,6,30,NULL,0.5775,0,0.1549,0.0423,0,0,NULL,1567,0.3333
Rocky Mountain University of Health Professions,UT,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9403,0.8485
Christie's Education,NY,4,4,30,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8007,NULL
Criswell College,TX,3,4,24,5,6,75,1001,0.5337,0.1685,0.1629,0.0112,0.0056,0,19927,5849,0.5588
Beverly Hills Design Institute,CA,3,3,30,8,6,NULL,NULL,0.3333,0.3333,0.1111,0,0,0,NULL,2000,NULL
Bais HaMedrash and Mesivta of Baltimore,MD,3,3,24,10,8,NULL,NULL,0.9125,0,0.0875,0,0,0,21800,4374,NULL
Yeshiva Gedolah Zichron Leyma,NJ,3,3,24,11,8,NULL,NULL,0.9565,0,0,0,0,0,15070,3202,NULL
Be'er Yaakov Talmudic Seminary,NY,3,3,24,10,6,NULL,NULL,0.9982,0,0,0,0,0,15750,1315,0.6296
Colorado State University-Global Campus,CO,3,4,18,5,12,NULL,NULL,0.6482,0.0701,0.1391,0.0407,0.0068,0.0038,NULL,5347,0.0607
California Miramar University,CA,3,4,29,11,6,NULL,NULL,0.1471,0.25,0.2941,0.0147,0,0.0147,14881,NULL,NULL
Rocky Vista University,CO,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7027,1
Gemini School of Visual Arts & Communication,TX,3,3,30,15,6,NULL,NULL,0.7333,0.2,0.0667,0,0,0,NULL,4163,NULL
Future Generations University,WV,4,4,32,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5282,0.7857
Grace Mission University,CA,3,4,24,5,6,66,NULL,0,0,0.0119,0.6548,0,0,17944,5417,NULL
Sotheby's Institute of Art-NY,NY,4,4,30,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7495,0.3235
Mid-South Christian College,TN,3,3,24,11,8,48,1105,0.25,0.1071,0.1071,0,0,0,NULL,3455,0.3846
Grace School of Theology,TX,3,4,24,5,6,42,NULL,0.1139,0.0717,0.0464,0.0042,0,0.0042,NULL,5010,0.4688
Yeshiva Gedolah Kesser Torah,NY,3,3,24,10,8,NULL,NULL,0.9383,0,0,0,0,0,19300,3333,NULL
Yeshiva Yesodei Hatorah,NJ,3,3,24,10,8,NULL,NULL,1,0,0,0,0,0,18057,3154,NULL
Sanford Burnham Prebys Medical Discovery Institute,CA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16604,0.5426
Augusta University,GA,3,4,17,11,12,NULL,1172,0.5187,0.2482,0.0785,0.0663,0.0016,0.0019,20618,8088,0.6545
