date,9_30v,9_30h-l,9_30ret,9_30vwret,ticker,10_0v,10_0h-l,10_0ret,10_0vwret,10_30v,10_30h-l,10_30ret,10_30vwret,11_0v,11_0h-l,11_0ret,11_0vwret,11_30v,11_30h-l,11_30ret,11_30vwret,12_0v,12_0h-l,12_0ret,12_0vwret,12_30v,12_30h-l,12_30ret,12_30vwret,13_0v,13_0h-l,13_0ret,13_0vwret,13_30v,13_30h-l,13_30ret,13_30vwret,14_0v,14_0h-l,14_0ret,14_0vwret,14_30v,14_30h-l,14_30ret,14_30vwret,15_0v,15_0h-l,15_0ret,15_0vwret,15_30v,15_30h-l,15_30ret,15_30vwret
2015-11-12,4000.0,0.17999999999999972,-0.2679169457468247,-0.29303415941058986,XLRE,4000.0,0.05999999999999872,-0.06691201070592027,-0.04616928738708535,6600.0,0.120000000000001,-0.4014720642355336,-0.22315155570425182,6000.0,0.0799999999999983,0.1665556295802822,0.06662225183211051,5000.0,0.060000000000002274,0.13351134846461665,0.09345794392524114,6000.0,0.07000000000000028,0.1336898395722015,0.06951871657754431,6504.0,0.10999999999999943,-0.16728002676480666,-0.07728337236533775,7000.0,0.07000000000000028,-0.06675567423230833,-0.03571428571428548,5000.0,0.09999999999999787,-0.2668445630420223,-0.08672448298865845,3500.0,0.030000000000001137,0.03327787021631136,-0.018968386023297593,3700.0,0.10999999999999943,0.36569148936170026,0.1708776595744596,3000.0,0.019999999999999574,-0.03332222592468514,0.005664778407208075,3500.0,0.04999999999999716,0.1333777925975297,0.09536512170722673
2016-03-18,7300.0,0.13000000000000256,0.4099097819810185,0.10287189293750432,XLRE,7521.0,0.07000000000000028,-0.15857913098635318,-0.11163970821439795,9200.0,0.08000000000000185,-0.15511237733459796,-0.08325419436530264,35716.0,0.19000000000000128,-0.03158559696778763,-0.25331648768162157,7916.0,0.08999999999999986,0.09472687085570299,0.04420587306600221,7200.0,0.05000000000000071,-0.09490667510281917,-0.0809870294210716,6230.0,0.09999999999999787,0.31615554852986993,0.12741068605753542,6800.0,0.10000000000000142,0.2850807728856505,0.1745327842888802,7930.0,0.05000000000000071,0.06343165239454353,0.08563273073263883,8301.0,0.054999999999999716,-0.09517766497462289,-0.05076142131980264,11040.0,0.120000000000001,0.03170577045021564,-0.07767913760304294,9800.0,0.10000000000000142,-0.03170577045022689,-0.14235890932150266,11400.0,0.17249999999999943,0.3483217226092446,0.17384420519316007
2016-07-12,1785.0,0.14000000000000057,0.4086398131932299,0.16579100992409668,XLRE,366.0,0.03300000000000125,0.09685940710302686,0.04842970355151343,5050.0,0.0998999999999981,-0.11757789535567062,-0.03527336860668239,353987.0,0.0,0.0,0.0,200.0,0.03229999999999933,-0.0946725443759213,-0.04748282411423362,187.0,0.0,0.0,0.0,14868.0,0.03569999999999851,-0.00029214224989326353,0.05112489373325162,1141.0,0.019899999999999807,0.0581363077309598,0.029798509490233813,2251.0,0.007500000000000284,0.0,0.010230926629647766,1000.0,0.0,0.0,0.0,15158.0,0.023999999999993804,0.04091174751606018,-0.006136762127406952,10612.0,0.03999999999999915,-0.08764241893076583,-0.013438504236060446,1712.0,0.08200000000000074,-0.0584112149532594,0.11185747663551271
2016-08-02,12275.0,0.3200000000000003,0.9208633093525188,0.23251798561152096,XLRE,510.0,0.05010000000000048,0.11650169523038971,0.09936054805186056,5374.0,0.0799999999999983,0.1456027955736874,0.038730343622600395,1381.0,0.04999999999999716,-0.1455604075691329,-0.10451237263463767,8022.0,0.06999999999999318,-0.1163805644457351,0.023858015711361945,3018.0,0.030000000000001137,0.06746147135796096,0.06280895609188542,9111.0,0.03999999999999915,0.0290951411114286,0.057899330811753885,5100.0,0.04999999999999716,0.1163805644457351,0.1123072446901231,12669.0,0.04000000000000625,0.08738712496359201,0.005243227497803102,4376.0,0.06459999999999866,0.06355685131195024,0.054227405247811326,4647.0,0.07920000000000016,0.20180810731992463,0.010790317876937985,5038.0,0.05700000000000216,0.05839416058395073,0.0835036496350286,18411.0,0.06499999999999773,0.08748906386701995,0.08078156897053322
2016-08-04,4470.0,0.19499999999999318,0.5708430913348747,0.2710772833723576,XLRE,864.0,0.054999999999999716,0.11809861234130248,0.03365810451725642,9033.0,0.03999999999999915,0.11771630370806106,0.10623896409652026,5728.0,0.03439999999999799,0.10129564193167842,0.059776207302705754,9370.0,0.03999999999999915,0.05889281507656986,0.06242638398115527,155809.0,0.020000000000003126,0.0,0.00029446407539257844,3500.0,0.02999999999999403,0.08828722778103011,0.027663331371393204,821.0,0.0,0.0,0.0,1540.0,0.020000000000003126,-0.02799057159694381,-0.0064820271066646385,6188.0,0.07000000000000028,0.17667844522968867,-0.004416961130742217,1767.0,0.030000000000001137,-0.029494174900451295,0.0026544757410454363,1877.0,0.02499999999999858,0.0,-0.03806994245241821,31409.0,0.030000000000001137,-0.08846947803008298,-0.0628133294013673
2016-08-23,3933.0,0.04999999999999716,0.14907573047107084,0.050387596899223897,XLRE,100.0,0.0,0.0,0.0,290.0,0.01010000000000133,0.03012227855652052,0.001192961526987974,14976.0,0.0,0.0,0.0,2320.0,0.00999999999999801,-0.029859659599874615,-0.027470886831889738,1400.0,0.04000000000000625,0.11958146487296337,0.03856502242153037,4230.0,0.02499999999999858,0.01496557916790019,0.004190362167006098,1200.0,0.016600000000003945,0.0,0.021518230723243964,13027.0,0.01999999999999602,0.05973715651133819,0.005973715651121084,3372.0,0.02729999999999677,-0.05977286312013155,-0.015839808726832952,9769.0,0.03729999999999478,0.07228195937871368,0.005973715651121084,100.0,0.0,0.0,0.0,1858.0,0.035000000000003695,0.08973975471134052,0.028417588991931583
2016-08-24,6396.0,0.269999999999996,0.8047690014903013,0.5028315946348557,XLRE,1284.0,0.07000000000000028,0.21052631578947456,0.14646616541352372,2664.0,0.07200000000000273,-0.030165912518847697,-0.11734539969833532,406.0,0.020000000000003126,-0.0602772754671583,-0.02320675105485177,2071.0,0.010000000000005116,-0.030129557095526113,-0.004519433564326776,1529.0,0.04999999999999716,-0.15069318866786366,-0.06148282097649848,3500.0,0.00999999999999801,-0.030102347983136695,-0.028296207104152347,1250.0,0.010000000000005116,-0.003912127595547767,-0.004213060487522849,1053.0,0.01999999999999602,-0.04817825956036807,-0.03221921108099949,650.0,0.03249999999999886,-0.06770990069214823,-0.011134517002714521,608.0,0.019899999999999807,-0.059777711024331055,-0.039050765995788904,31570.0,0.020500000000005514,0.031503150315032695,-0.010501050105018004,1723.0,0.014899999999997249,0.004206743409675922,0.006610596786633592
2016-08-30,1076.0,0.2248000000000019,0.6569125111973689,0.4493878769782053,XLRE,10185.0,0.029800000000001603,0.08978662119085264,0.08406197084645094,1145.0,0.021299999999996544,-0.06421465179377914,-0.02291227012359511,641.0,0.05760000000000076,0.1601290664354933,0.049965084639639896,1238.0,0.020000000000003126,-0.06025911419103081,-0.048809882494742024,411.0,0.00999999999999801,0.030075187969918833,0.01924812030074976,215.0,0.0062999999999959755,0.01895580589253555,0.01023011746581691,753.0,0.011000000000002785,-0.030084235860403156,-0.013537906137184627,765.0,0.029800000000001603,0.08959765242124608,0.03547826505270904,2578.0,0.012399999999999523,0.01685447365886894,0.002708754695179185,400.0,0.0,0.0,0.0,10155.0,0.031999999999996476,0.07224220623500337,0.011390887290162618,4755.0,0.03999999999999915,-0.015003750937720786,-0.034208552138018745
2016-08-31,2340.0,0.240000000000002,0.4786120251271211,0.2859706850134534,XLRE,2701.0,0.030000000000001137,-0.09003601440576572,-0.052220888355348376,107.0,0.0,0.0,-0.00030021014709160677,3000.0,0.030000000000001137,0.08965929468021858,0.0558876270173419,1348.0,0.07000000000000028,-0.1798022175606901,-0.1243632004794702,1244.0,0.02179999999999893,0.06534419605656448,0.01288899280015058,1307.0,0.04999999999999716,0.1500150015001415,0.04500450045004671,772.0,0.019800000000003593,0.05954923037132131,0.033082905761847546,1644.0,0.020000000000003126,-0.030093289196524577,0.002106530243740042,37962.0,0.09100000000000108,-0.2136045007371012,-0.19164234784441264,20651.0,0.029900000000004923,0.0896820635872973,0.0023995200959965233,39852.0,0.14000000000000057,-0.4052836985890063,-0.17532272590813236,28203.0,0.10999999999999943,0.22424876663179202,0.048138735236960856
2016-09-01,11599.0,0.3500000000000014,0.8057296329453776,0.859743360190988,XLRE,3008.0,0.18999999999999773,-0.36090225563909006,-0.3867669172932292,1798.0,0.13000000000000256,0.34512743628185366,0.28125937031484755,1952.0,0.01010000000000133,-0.028880953312130732,-0.023164931302440194,1282.0,0.05010000000000048,0.15049564433764037,0.11775307900270657,1158.0,0.059899999999998954,-0.17966406718655953,-0.06688662267544754,3827.0,0.07000000000000028,0.11976047904191363,0.03532934131736803,781.0,0.021599999999999397,-0.06474820143884712,-0.02368105515587336,5143.0,0.04999999999999716,0.08987417615338866,0.008088675853817751,27548.0,0.07000000000000028,0.21008403361344624,0.19627851140455221,407.0,0.01999999999999602,0.0003003003002889316,0.013513513513514026,302.0,0.0,0.0,0.00030057108507159497,742.0,0.0,0.0,0.019190404797599085
