Date,Return
3/17/2017,0.302839537
3/20/2017,0.109688647
3/21/2017,1.57493788
3/22/2017,-0.218161009
3/23/2017,0.10670992
3/24/2017,0.221863636
3/27/2017,-0.728669017
3/28/2017,-0.878811234
3/29/2017,-0.234047401
3/30/2017,-0.348236292
3/31/2017,0.067820688
4/3/2017,0.19932188
4/4/2017,-0.204253617
4/5/2017,0.626426831
4/6/2017,-0.212820293
4/7/2017,-0.0212643
4/10/2017,0.008499745
4/11/2017,-0.068115796
4/12/2017,0.302464848
4/13/2017,0.483651774
4/17/2017,-0.626316329
4/18/2017,-0.064176792
4/19/2017,0.46051594
4/20/2017,-0.508222093
4/21/2017,0.280554304
4/24/2017,0.004214099
4/25/2017,-0.269008864
4/26/2017,0.04612008
4/27/2017,0.071197385
4/28/2017,0.343236509
5/1/2017,0
5/2/2017,0.029304975
5/3/2017,0.121459143
5/4/2017,0.029312481
5/5/2017,-0.213217524
5/8/2017,0.037537435
5/9/2017,0.216704861
5/10/2017,-0.200507959
5/11/2017,-0.012533528
5/12/2017,0.04600778
5/15/2017,-0.346599573
5/16/2017,0.23271152
5/17/2017,1.774406433
5/18/2017,-0.44118611
5/19/2017,-0.412925459
5/22/2017,-0.259527005
5/23/2017,-0.04167785
5/24/2017,-0.120669937
5/25/2017,-0.232171645
5/26/2017,-0.070387515
5/30/2017,-0.06629817
5/31/2017,0.165396132
6/1/2017,-0.574451376
6/2/2017,-0.308109443
6/5/2017,-0.008199369
6/6/2017,0.053418674
6/7/2017,-0.02462972
6/8/2017,-0.004100176
6/9/2017,0.278582495
6/12/2017,-0.09459795
6/13/2017,-0.23362858
6/14/2017,0.253204279
6/15/2017,-0.449155691
6/16/2017,0.053550685
6/19/2017,-0.439265987
6/20/2017,0.507678608
6/21/2017,0.209484098
6/22/2017,0.049395372
6/23/2017,-0.090568934
6/26/2017,0.250102917
6/27/2017,0.703584204
6/28/2017,-0.408249485
6/29/2017,0.948041518
6/30/2017,0.19811623
7/3/2017,0.275855561
7/5/2017,-0.057700613
7/6/2017,0.553969162
7/7/2017,-0.373116361
7/10/2017,-0.107386725
7/11/2017,0.074263731
7/12/2017,-0.291817506
7/13/2017,-0.163918529
7/14/2017,-0.466410281
7/17/2017,-0.024442091
7/18/2017,-0.244840449
7/19/2017,-0.394277288
7/20/2017,0.072789146
7/21/2017,-0.17854366
7/24/2017,-0.012161757
7/25/2017,0.104972144
7/26/2017,0.129165288
7/27/2017,0.306505073
7/28/2017,-0.105416585
7/31/2017,0.24254801
8/1/2017,0.056574798
8/2/2017,0.012122277
8/3/2017,0.141519147
8/4/2017,0.044440853
8/7/2017,-0.153537514
8/8/2017,0.101006022
8/9/2017,-0.316468129
8/10/2017,1.027243523
8/11/2017,-0.040976559
8/14/2017,-0.386822352
8/15/2017,0.190299218
8/16/2017,0.068794868
8/17/2017,1.279243395
8/18/2017,0.07821614
8/21/2017,-0.107152572
8/22/2017,-0.767744364
8/23/2017,-0.094133343
8/24/2017,0.412242857
8/25/2017,0.138830546
8/28/2017,0.244724479
8/29/2017,-0.736446974
8/30/2017,-0.481964216
8/31/2017,-0.312096302
9/1/2017,0.032269281
9/5/2017,0.485317894
9/6/2017,-0.024306434
9/7/2017,0.153692619
9/8/2017,-0.016228199
9/11/2017,-0.471703771
9/12/2017,-0.168248204
9/13/2017,-0.180200624
9/14/2017,-0.116090071
9/15/2017,-0.201053519
9/18/2017,-0.044068747
9/19/2017,0.0119996
9/20/2017,0.004002479
9/21/2017,0.196096522
9/22/2017,-0.156594658
9/25/2017,0.088300624
9/26/2017,0.136314651
9/27/2017,-0.068031854
9/28/2017,-0.248272138
9/29/2017,-0.355516503
10/2/2017,-0.330033792
10/3/2017,-0.214011567
10/4/2017,-0.185999444
